"Raman Shift [cm -1]","RD1","RD2","RD3","RD4","RD5","RD6","RD7","RD8","RD9"
"1121","413.868","200.297","483.51","1012.11","1594.42","770.32","714.19","216.874","409.541"
"1122","415.387","200.92","483.198","1011.38","1599.35","771.043","716.913","218.099","417.125"
"1123","417.334","201.006","482.374","1006.48","1606.11","764.587","719.597","220.138","413.229"
"1124","419.064","200.675","484.327","1002.06","1613.03","766.63","722.386","222.506","418.819"
"1125","420.913","201.37","483.197","1012.86","1620.5","764.6","725.322","225.313","429.492"
"1126","423.433","201.364","486.992","1023.71","1626.89","770.333","729.612","227.769","436.29"
"1127","427.323","202.78","491.608","1040.48","1640.89","780.413","735.312","230.366","447.741"
"1128","431.824","204.865","496.693","1061.37","1655.16","790.703","740.359","231.997","454.128"
"1129","435.721","206.882","513.539","1074.27","1674.17","799.766","744.883","232.183","454.322"
"1130","437.982","209.644","517.388","1088.76","1692.69","810.488","748.455","233.086","461.141"
"1131","439.077","210.886","522.093","1093.35","1707.84","816.573","750.963","232.964","459.283"
"1132","438.947","211.998","522.477","1087.08","1718.4","816.066","752.806","232.064","457.593"
"1133","437.449","211.177","520.602","1074.11","1712.19","810.286","753.176","229.867","450.837"
"1134","435.026","209.652","516.621","1055.55","1693.77","797.273","748.914","226.352","445.963"
"1135","431.462","207.34","510.564","1034","1661.5","783.504","740.056","221.545","438.964"
"1136","426.943","199.402","496.973","1010.76","1626.96","767.741","728.364","216.836","431.749"
"1137","421.074","194.582","487.303","985.779","1588.79","751.299","716.045","212.182","423.784"
"1138","414.339","190.639","477.055","962.959","1550.4","735.324","701.63","207.694","415.701"
"1139","406.912","188.023","466.831","943.48","1515.06","720.756","687.252","203.342","406.687"
"1140","399.944","185.773","455.728","925.025","1484.29","707.855","673.419","199.03","397.849"
"1141","392.884","182.979","445.697","923.542","1460.22","696.611","660.208","195.766","389.734"
"1142","385.743","180.422","436.731","915.48","1443.19","687.314","647.394","193.15","384.725"
"1143","379.457","178.369","430.102","907.783","1431.32","684.081","646.922","191.033","381.313"
"1144","374.221","176.791","425.095","902.027","1421.92","679.222","646.178","190.267","376.004"
"1145","370.525","176.791","421.435","898.264","1418.65","677.334","644.692","190.898","375.438"
"1146","368.654","176.106","419.443","896.585","1418.18","676.363","644.63","192.324","380.454"
"1147","368.227","176.105","418.929","897.019","1419.18","677.155","645.404","193.938","383.329"
"1148","368.69","177.12","419.42","898.19","1421.05","678.15","645.94","194.71","384.66"
"1149","371.185","178.695","422.212","903.551","1429.07","681.931","648.532","198.302","389.471"
"1150","373.784","179.62","425.441","909.552","1437.59","685.371","651.2","200.789","388.564"
"1151","376.607","180.871","429.315","917.306","1448.17","689.782","654.21","203.454","380.133"
"1152","379.719","181.87","434.249","926.223","1460.51","694.718","657.345","205.897","381.989"
"1153","382.998","182.689","439.504","933.923","1472.33","699.668","660.674","207.172","384.574"
"1154","386.389","183.497","444.993","940.904","1479.79","704.692","663.536","208.04","387.419"
"1155","389.761","184.184","450.029","946.75","1488.22","709.321","666.2","209.007","390.732"
"1156","393.437","185.358","454.279","951.193","1497.63","714.134","668.26","208.878","393.017"
"1157","396.755","186.029","456.963","955.296","1508.8","719.208","669.458","208.952","396.025"
"1158","399.733","186.844","458.365","964.78","1515.16","723.781","670.31","208.69","397.937"
"1159","401.159","187.404","458.188","966.321","1518.29","727.502","670.307","207.77","398.713"
"1160","401.882","187.433","456.974","965.365","1518.1","729.369","669.627","206.251","399.588"
"1161","401.249","186.879","454.631","961.138","1514.69","729.489","668.343","204.09","399.763"
"1162","399.521","186.431","451.497","953.487","1507.97","727.834","666.408","201.956","398.469"
"1163","397.259","185.552","447.212","947.302","1497.85","710.405","663.984","199.864","395.439"
"1164","395.717","184.745","442.349","939.273","1484.94","704.118","660.895","197.768","391.42"
"1165","392.868","183.17","437.418","929.105","1469.37","697.693","657.013","195.319","385.725"
"1166","389.006","181.371","432.277","918.433","1451.2","690.919","652.689","192.542","380.556"
"1167","383.569","179.093","427.298","907.672","1432.45","683.696","647.381","189.504","373.031"
"1168","375.817","176.321","422.646","897.155","1413.76","676.773","641.886","186.603","367.827"
"1169","369.621","173.9","418.601","887.103","1397.04","668.946","636.323","184.546","363.158"
"1170","363.574","172.108","415.156","877.469","1381.1","661.351","630.411","182.215","358.352"
"1171","358.865","170.925","412.192","868.499","1366.59","654.016","624.703","180.114","354.631"
"1172","355.735","169.78","409.619","860.091","1354.69","647.429","619.81","178.012","354.405"
"1173","355.896","168.926","407.679","852.599","1345.13","641.204","615.76","176.146","351.805"
"1174","353.772","169.292","406.217","845.687","1343.43","636.712","612.332","175.217","349.037"
"1175","351.984","169.732","405.104","839.697","1337.42","633.573","609.742","174.98","347.075"
"1176","350.47","170.893","404.2","834.292","1333.86","630.566","608.057","174.286","346.185"
"1177","349.265","171.787","403.823","830.236","1331.7","628.085","606.965","174.657","345.39"
"1178","348.102","172.885","401.333","828.712","1331.05","626.315","606.357","175.112","345.613"
"1179","344.175","173.365","399.004","824.493","1331.48","624.914","606.073","175.755","346.339"
"1180","343.711","173.614","398.06","824.36","1332.81","624.141","607.108","177.472","346.49"
"1181","343.883","173.798","397.191","825.643","1335.01","624.24","608.883","178.253","347.31"
"1182","344.352","173.3","400.933","827.674","1337.49","625.43","610.471","178.341","348.167"
"1183","344.834","172.767","406.269","830.851","1339.88","627.741","611.615","179.081","349.671"
"1184","345.626","171.8","409.341","835.741","1341.99","631.139","613.069","180.279","351.23"
"1185","346.562","170.395","409.813","841.417","1343.71","634.754","614.067","180.776","352.6"
"1186","347.614","168.433","410.389","847.445","1344.79","638.415","615.453","181.491","352.867"
"1187","348.758","166.708","410.713","852.916","1345.56","640.856","616.773","182.428","353.42"
"1188","349.798","165.527","409.837","858.213","1345.16","641.54","617.887","182.934","353.642"
"1189","350.829","164.896","407.119","863.221","1344.48","641.27","618.599","183.426","353.945"
"1190","351.704","164.151","407.666","867.494","1343.96","640.384","617.892","183.048","353.433"
"1191","352.451","164.358","409.047","864.137","1344.12","639.066","616.608","182.45","352.555"
"1192","353.076","164.648","408.189","864.558","1344.69","637.473","615.058","181.584","352.086"
"1193","353.454","165.265","407.246","864.849","1345.43","636.207","614.526","181.063","352.197"
"1194","353.596","166.261","406.229","864.418","1346.35","634.916","613.47","180.224","352.204"
"1195","353.598","167.13","405.21","863.544","1347.57","633.185","612.107","179.708","352.896"
"1196","353.32","168.359","404.128","861.851","1348.83","631.339","610.837","179.317","353.57"
"1197","353.09","169.01","403.76","860.78","1349.98","630.49","610.14","179.68","354.18"
"1198","352.249","170.676","402.32","856.862","1352.97","628.045","608.273","179.677","356.18"
"1199","351.484","171.224","401.022","853.699","1353.95","626.621","607.019","178.983","356.984"
"1200","350.559","171.83","399.597","850.307","1353.22","625.309","605.736","178.014","357.336"
"1201","349.513","171.843","398.012","846.381","1350.95","624.566","604.38","178.17","356.477"
"1202","348.41","171.92","396.03","841.251","1347.22","623.637","602.945","178.103","354.618"
"1203","346.697","171.322","393.948","835.338","1342.1","622.392","601.455","177.465","352.459"
"1204","344.839","170.255","391.755","829.094","1335.51","620.451","599.834","176.576","349.727"
"1205","342.834","168.778","389.53","822.309","1327.15","617.003","594.953","175.423","346.842"
"1206","340.737","167.457","387.252","814.996","1317.18","612.766","590.46","174.294","343.246"
"1207","338.576","165.696","384.866","806.245","1305.7","607.786","586.34","173.104","339.048"
"1208","336.339","164.125","382.34","799.638","1293.02","602.244","582.423","171.069","334.535"
"1209","334.095","162.827","379.747","793.361","1279.45","595.486","578.757","169.346","329.77"
"1210","331.944","161.668","377.315","786.627","1266.87","588.678","575.311","167.345","325.048"
"1211","330.286","160.48","375.085","780.374","1254.75","582.568","572.112","164.936","320.89"
"1212","328.366","159.196","372.888","775.198","1243.32","578.113","569.13","163.054","317.287"
"1213","326.549","158","370.818","771.828","1233.41","574.119","566.389","161.66","313.82"
"1214","324.372","157.169","368.962","769.666","1224.32","570.811","563.857","160.69","311.217"
"1215","322.216","156.194","367.323","767.152","1216.08","568.282","561.521","160.498","309.704"
"1216","320.104","155.917","365.681","765.47","1209.03","566.932","559.428","160.4","307.646"
"1217","317.971","156.084","363.961","764.155","1203.13","566.066","557.624","159.84","306.394"
"1218","315.984","155.917","362.286","765.077","1197.77","564.941","556.01","159.353","305.843"
"1219","314.101","155.692","360.632","763.538","1192.97","563.101","554.552","159.342","305.027"
"1220","312.297","155.828","359.067","761.497","1188.62","561.409","552.898","159.181","304.382"
"1221","310.647","155.981","357.842","759.091","1184.03","559.674","550.084","159.196","304.063"
"1222","309.143","155.549","356.883","756.119","1180.06","558.338","547.143","159.352","304.372"
"1223","308.036","155.257","356.26","752.584","1176.14","557.128","544.389","159.158","304.234"
"1224","306.969","154.584","355.71","748.584","1172.67","556.313","541.809","159.245","305.179"
"1225","306.007","153.729","355.159","743.417","1168.92","555.529","539.586","159.359","306.109"
"1226","305.159","152.702","354.261","740.858","1165.41","554.94","538.01","160.099","307.716"
"1227","304.468","151.089","353.312","737.874","1162.42","554.169","536.837","160.746","309.14"
"1228","303.96","149.986","352.321","735.7","1160.22","553.512","536.5","161.532","310.911"
"1229","303.41","148.591","351.201","734.602","1159.13","552.761","536.583","162.521","311.67"
"1230","302.981","147.964","350.495","734.932","1160.82","552.705","537.067","163.056","311.466"
"1231","302.719","147.583","350.226","737.032","1162.96","553.488","537.93","163.444","310.894"
"1232","302.547","147.209","350.375","740.534","1165.57","556.798","539.099","163.89","309.015"
"1233","302.559","146.91","351.124","746.008","1168.67","558.507","540.487","165.121","307.868"
"1234","302.829","146.98","352.042","750.572","1170.92","559.759","541.996","165.271","306.822"
"1235","303.192","146.886","353.001","753.93","1172.61","560.215","543.626","165.413","306.46"
"1236","304.015","146.882","353.849","755.958","1173.68","560.172","543.064","165.065","306.044"
"1237","305.544","146.592","354.509","756.719","1173.75","559.416","541.561","165.094","304.974"
"1238","307.114","146.813","354.292","756.448","1172.4","557.901","539.801","163.848","303.647"
"1239","308.663","147.407","354.088","755.2","1169.57","555.897","537.375","161.88","302.339"
"1240","310.026","147.447","353.419","750.76","1165.81","553.438","534.672","159.791","301.198"
"1241","310.714","147.393","352.433","747.425","1161.12","550.538","532.003","157.692","299.932"
"1242","310.797","146.868","351.284","743.593","1155.96","547.342","530.026","157.163","298.038"
"1243","310.579","146.682","349.967","739.373","1150.41","543.882","530.067","156.975","296.481"
"1244","309.998","146.087","348.495","734.389","1144.93","539.229","529.4","156.891","295.511"
"1245","309.114","145.096","347.236","727.707","1140.07","534.526","528.345","157.368","294.427"
"1246","307.141","143.585","345.322","721.368","1136.32","530.044","524.715","158.173","294.099"
"1247","305.107","142.713","343.294","716.863","1133.89","526.109","523.517","159.159","293.501"
"1248","303.49","141.905","341.343","713.383","1132.65","523.586","526.218","159.972","292.964"
"1249","302.434","141.666","339.945","710.973","1132.43","522.007","526.201","160.692","291.813"
"1250","301.687","142.417","340.018","710.264","1133.04","521.476","526.382","159.061","291.331"
"1251","301.113","142.758","340.656","710.701","1133.98","522.085","526.857","158.237","290.205"
"1252","300.54","143.129","341.992","712.272","1135.88","524.009","528.165","158.151","290.791"
"1253","300.703","143.634","344.086","714.865","1139.48","527.207","529.687","158.229","291.085"
"1254","301.261","143.917","346.526","717.503","1146.37","531.465","531.621","158.645","293.101"
"1255","302.035","144.207","349.3","721.516","1155.29","535.865","533.895","159.124","295.975"
"1256","302.999","144.525","351.882","725.923","1162.62","539.655","536.229","159.715","299.224"
"1257","303.908","145.402","353.898","730.604","1169.23","542.935","538.531","160.587","302.253"
"1258","304.533","146.207","355.548","734.198","1173.33","545.329","540.929","161.509","303.696"
"1259","304.893","146.903","356.658","737.607","1175.98","546.931","542.803","162.112","305.186"
"1260","305.063","147.123","357.108","740.481","1177.17","547.698","544.183","162.733","305.149"
"1261","305.174","147.439","356.773","741.735","1178.82","547.559","544.776","163.349","303.727"
"1262","304.153","147.061","356.045","741.154","1176.93","546.241","543.858","163.482","301.182"
"1263","302.822","146.629","354.582","739.061","1171.32","543.704","541.666","163.139","300.218"
"1264","300.986","145.712","352.66","735.173","1163.07","539.554","538.83","162.911","298.659"
"1265","298.511","145.341","350.033","729.526","1152.54","535.01","535.262","162.367","296.898"
"1266","295.402","145.556","346.852","722.635","1139.26","528.845","531.343","161.364","294.893"
"1267","292.267","146.029","343.524","715.734","1123.58","522.971","527.167","160.156","293.152"
"1268","289.208","146.452","340.178","709.321","1106.14","517.613","522.534","158.395","291.525"
"1269","286.673","146.653","337.324","703.63","1095.5","513.851","517.915","156.751","289.822"
"1270","284.776","146.229","334.724","697.975","1086.37","511.345","513.768","154.997","289.252"
"1271","283.35","145.801","332.725","692.952","1078.43","509.67","510.266","153.736","288.464"
"1272","282.38","145.224","330.931","689.405","1072.52","509.146","507.663","152.106","287.99"
"1273","281.949","144.11","329.32","686.753","1068.49","509.537","506.385","151.295","287.665"
"1274","281.86","143.796","327.885","684.93","1065.67","510.545","505.991","150.602","287.227"
"1275","282.108","143.214","326.771","684.27","1066.03","512.511","506.464","149.896","286.488"
"1276","283.037","142.9","326.072","684.436","1079.37","514.405","506.191","149.425","286.179"
"1277","284.069","142.816","325.554","685.2","1082.84","515.76","507.078","148.927","284.805"
"1278","285.038","142.301","325.259","685.81","1085.84","516.055","507.984","148.801","283.271"
"1279","285.529","142.187","325.157","687.157","1088.79","515.671","508.529","148.63","282.602"
"1280","285.489","141.62","325.166","688.118","1091.09","514.302","508.716","148.112","282.044"
"1281","285.242","141.335","325.356","688.497","1092.7","512.146","508.577","148.182","281.417"
"1282","284.638","141.486","325.471","687.969","1092.27","509.043","508.001","148.013","281.185"
"1283","283.755","141.035","325.628","687.135","1084.68","505.446","507.358","147.563","281.09"
"1284","282.591","140.626","325.54","685.574","1080.9","501.719","506.428","147.254","280.503"
"1285","280.868","140.344","325.543","683.457","1077.31","498.017","505.097","146.964","279.727"
"1286","278.758","139.638","325.868","680.748","1073.81","495.312","503.356","147.015","279.177"
"1287","275.923","138.864","325.741","678.267","1070.15","493.268","501.274","147.061","278.704"
"1288","273.307","137.106","325.513","677.017","1067.55","492.121","499.675","147.826","279.203"
"1289","271.985","135.586","325.553","676.672","1066.3","491.843","499.682","148.238","278.865"
"1290","271.247","134.272","325.804","677.247","1066.6","492.99","498.608","148.698","280.022"
"1291","271.198","133.905","326.793","678.658","1068.76","495.368","499.293","149.717","281.522"
"1292","271.968","134.141","328.426","681.377","1073.18","499.198","502.059","150.968","283.688"
"1293","273.687","134.619","330.973","684.433","1082.49","504.283","506.049","152.305","286.246"
"1294","276.393","136.219","333.99","690.467","1088.47","510.523","510.998","153.63","290.997"
"1295","280.299","137.753","337.97","688.605","1097.23","517.599","517.11","155.546","294.353"
"1296","284.81","139.706","343.136","705.075","1117.66","530.536","523.739","157.331","299.924"
"1297","289.862","141.555","349.715","723.216","1139.93","543.548","528.108","159.584","303.632"
"1298","295.274","143.48","355.078","743.5","1163.3","556.42","532.29","161.49","310.315"
"1299","299.862","144.246","359.646","764.605","1184.67","568.493","537.185","163.06","317.419"
"1300","304.442","145.475","363.034","782.231","1204.75","579.309","541.64","164.041","324.932"
"1301","308.833","145.823","365.32","798.432","1221.55","589.871","544.004","164.165","327.642"
"1302","312.518","146.186","366.389","799.72","1238.59","589.733","543.422","163.442","328.953"
"1303","313.35","146.07","366.24","797.9","1232.3","587.67","542.39","162.66","328.21"
"1304","313.41","145.56","365.37","779.86","1221.71","576.28","540.18","161.79","324.96"
"1305","311.79","144.59","361.14","761.82","1203.94","562.68","536.75","160.37","319.8"
"1306","309.33","142.87","356.48","742.85","1183.01","548.54","532.2","158.45","312.72"
"1307","305.96","141.11","351.86","724.15","1160.74","534.42","527","156.17","306.33"
"1308","301.68","139.26","346.68","706.76","1138.05","520.48","520.82","154.05","300.33"
"1309","296.31","137.36","341.14","690.39","1115.59","507.05","513.24","151.57","294.56"
"1310","290.31","135.67","335.59","679","1095.29","496.15","505.82","148.99","288.81"
"1311","284.04","134.19","330.22","670.3","1076.13","489.73","498.58","146.31","283.23"
"1312","278.27","132.96","325.27","663.54","1057.82","484.7","492.05","143.78","277.99"
"1313","273.21","131.99","320.92","658.15","1040.74","480.56","486.49","141.38","273.49"
"1314","269.08","131.53","317.09","653.86","1031.82","477.48","482.07","139.4","271.18"
"1315","270.7","131.45","313.77","650.78","1026","475.67","478.75","138.02","268.96"
"1316","270.93","131.67","311.01","648.74","1020.84","475.27","476.15","136.93","266.72"
"1317","270.5","131.89","308.84","647.6","1016.02","475.16","474.11","136.25","264.56"
"1318","269.78","132.14","307.29","647.26","1011.59","474.59","472.44","136.28","262.68"
"1319","268.93","132.33","306.27","647.58","1007.46","473.68","471.32","136.58","261.07"
"1320","267.96","132.42","305.77","648.08","1004.11","472.53","470.8","137.06","259.85"
"1321","266.96","132.29","305.62","649.09","1001.64","471.25","470.71","137.58","258.81"
"1322","265.95","131.93","305.64","650.29","999.92","469.82","470.89","138.35","257.82"
"1323","264.85","131.51","305.72","650.96","998.8","468.31","471.21","139.12","256.93"
"1324","263.72","130.68","305.74","651.07","998.19","466.99","471.61","139.56","256.26"
"1325","262.61","129.78","305.54","650.53","998.01","466.02","471.64","139.66","255.58"
"1326","261.55","128.7","305.12","648.99","998.15","465.57","471.24","139.58","255.19"
"1327","260.58","127.51","304.47","646.69","998.39","465.44","470.66","139.63","255.05"
"1328","259.69","126.21","303.57","643.82","998.84","465.61","470.01","139.28","254.62"
"1329","258.97","125.15","302.52","640.63","999.41","465.46","469.41","138.14","253.72"
"1330","258.42","124.34","301.38","637.5","999.64","464.77","468.83","136.65","252.66"
"1331","258.29","123.73","300.15","634.32","998.89","463.73","468.2","134.97","251.56"
"1332","258.47","123.54","298.69","630.99","997.01","462.45","467.49","133.63","250.39"
"1333","258.65","123.3","297.1","627.44","993.48","460.91","466.66","132.37","249.4"
"1334","258.54","123.38","295.41","622.95","988.04","459.18","464.77","131.09","248.29"
"1335","257.56","123.35","293.68","618.33","980.72","457.27","462.33","129.8","247.34"
"1336","256.23","123.35","291.99","614.07","971.52","455.25","459.64","128.67","246.25"
"1337","254.7","123.33","290.41","610.34","961.88","453.03","456.99","127.86","245.52"
"1338","253.05","123.29","288.94","607.14","952.85","450.64","454.67","127.57","245.17"
"1339","251.29","123.03","287.63","604.54","944.5","447.93","452.66","128.68","244.96"
"1340","249.41","122.55","286.51","602.45","937.14","445.09","450.94","129.26","245.22"
"1341","247.59","122.05","285.62","600.9","931.11","442.38","449.5","129.55","245.62"
"1342","246.02","121.53","284.92","600.04","926.69","439.95","448.42","129.71","246.33"
"1343","244.82","121.18","284.41","599.72","924.04","438.63","447.14","129.71","246.89"
"1344","244.2","120.98","284.2","599.94","923.92","438.07","445.86","129.8","247.27"
"1345","244.46","121.06","284.34","600.5","925.63","438.07","444.61","129.77","247.5"
"1346","245.25","121.04","284.87","601.29","928.21","438.43","443.71","129.04","247.68"
"1347","246.38","121.12","285.59","601.88","931.06","438.93","443.06","128.81","247.7"
"1348","247.4","121.07","286.39","602.36","933.98","439.37","442.65","128.77","247.35"
"1349","248.3","120.97","287.17","602.63","937.23","439.69","442.44","128.85","246.94"
"1350","249.06","120.76","287.86","602.55","940.53","439.81","442.4","129.07","246.19"
"1351","249.53","120.6","288.3","602.2","943.61","440.04","442.49","129.4","245.25"
"1352","249.72","120.46","288.46","601.42","946.24","440.3","442.42","129.65","244.18"
"1353","249.64","120.35","288.41","600.41","948.07","440.61","442.39","129.75","243.12"
"1354","249.33","120.48","288.1","599.31","948.63","440.93","442.21","129.86","241.97"
"1355","248.82","120.55","287.42","598.93","948.4","441.25","441.31","129.7","241.09"
"1356","248.14","120.62","286.35","598.99","947.51","441.47","440.16","129.4","240.35"
"1357","247.39","120.54","285.01","599.41","946.04","441.53","439.05","129.09","239.96"
"1358","246.43","120.25","283.5","599.7","944.1","441.33","438.19","128.5","240.2"
"1359","245.43","119.68","281.97","600.05","942.02","440.89","437.75","127.72","240.62"
"1360","244.41","118.91","280.62","600.15","939.81","440.26","437.79","126.79","241.19"
"1361","243.42","118","279.53","599.14","937.49","439.51","438.33","125.9","241.57"
"1362","242.43","117.23","278.82","600","935.07","438.67","439.34","124.97","241.48"
"1363","241.88","116.54","278.4","600.73","932.86","437.62","440.68","124.27","241.14"
"1364","241.93","115.83","278.15","600.63","930.94","436.71","440.82","123.84","240.7"
"1365","242.22","115.26","278.19","600.66","929.25","435.92","440.3","123.7","239.93"
"1366","242.65","114.59","278.36","600.5","927.72","435.23","439.2","123.74","238.9"
"1367","243.09","113.97","278.58","599.8","926.21","434.54","437.58","123.89","237.68"
"1368","243.4","113.44","278.76","598.33","924.58","433.8","435.65","124.04","236.39"
"1369","243.63","113.21","278.74","596.12","922.64","432.99","433.6","124.19","235.35"
"1370","243.77","113.2","278.49","593.17","920.2","432.09","431.55","124.34","234.41"
"1371","243.83","113.47","278.02","589.76","917.34","431.05","429.55","124.54","233.75"
"1372","243.76","113.73","277.33","586.03","914","429.87","428.22","124.71","233.45"
"1373","243.52","114.03","276.27","582.55","910.22","428.55","427.3","125.04","233.15"
"1374","243.11","114.7","274.74","579.25","905.83","427.01","426.95","125.42","232.53"
"1375","242.39","115.54","272.89","576.13","900.98","425.2","427.02","125.71","231.56"
"1376","241.39","116.29","270.85","573.12","895.85","423.18","427.38","125.92","230.43"
"1377","240.2","116.78","268.75","569.99","890.54","421.03","427.84","125.9","229.15"
"1378","238.83","117.13","266.6","566.75","885.46","418.74","426.11","125.75","227.82"
"1379","237.36","117.12","264.8","563.86","880.94","416.36","423.53","125.4","226.53"
"1380","235.83","116.9","263.43","561.53","877.03","413.92","420.71","124.82","225.39"
"1381","234.27","116.51","262.39","559.68","873.5","411.48","418.02","124.08","224.19"
"1382","232.97","115.97","261.57","558.3","870.39","409.23","415.61","123.35","222.98"
"1383","231.84","115.37","260.98","557.56","867.41","407.17","413.61","122.68","221.77"
"1384","230.86","114.74","260.53","557.18","864.54","405.26","411.46","121.88","220.37"
"1385","229.95","114.3","260.06","556.89","861.66","403.5","409.31","120.93","219.02"
"1386","229","114.51","259.47","556.62","859.05","401.94","407.28","119.78","217.9"
"1387","227.96","114.42","258.78","556.2","856.85","400.62","405.46","118.79","217"
"1388","226.7","114.25","258.22","555.7","855.12","399.48","403.9","117.66","216.62"
"1389","225.18","113.82","257.76","555.07","854.13","398.6","402.65","116.64","217.09"
"1390","223.56","113.38","257.43","554.4","853.84","397.93","401.69","115.76","217.63"
"1391","221.99","113.04","257.23","553.64","854.05","397.43","401.06","115.13","218.1"
"1392","220.51","112.82","257.13","552.81","854.52","397.05","400.79","114.73","218.59"
"1393","219.36","112.7","257.09","552.03","855.08","396.86","400.94","114.46","219.07"
"1394","218.56","113.04","257.04","551.29","855.41","396.86","401.55","114.19","219.51"
"1395","218.13","113.29","257.02","550.68","855.64","397.06","402.62","114.17","219.98"
"1396","218.18","113.47","257.02","550.27","855.68","397.39","403.98","114.6","220.86"
"1397","218.53","113.65","257.06","549.77","855.88","397.85","405.51","115.34","221.68"
"1398","219.16","113.86","257.15","549.48","856.31","398.29","406.98","116.29","222.41"
"1399","219.93","113.87","257.3","549.48","857.01","398.76","408.32","116.99","222.87"
"1400","220.8","113.77","257.48","549.66","858.1","399.27","409.48","117.56","223.16"
"1401","221.52","113","257.8","549.93","859.27","399.75","410.21","117.92","223.03"
"1402","222.1","112.65","258.24","550.38","860.46","400.23","409.9","118.39","222.87"
"1403","222.46","112.57","258.8","551.01","861.49","400.98","409.19","118.81","222.4"
"1404","222.39","112.76","259.5","551.8","862.13","401.95","408.4","118.84","221.8"
"1405","222.11","113.11","260.3","552.81","862.45","403.21","407.85","118.94","221.48"
"1406","221.65","113.42","261.26","553.9","862.85","404.65","407.7","119.19","221.13"
"1407","221.32","113.94","262.39","555.13","863.42","406.25","408.11","119.55","220.82"
"1408","221.66","114.75","263.64","556.5","864.28","407.91","409.03","119.92","220.82"
"1409","222.57","115.39","265.01","558.09","866.05","409.64","410.38","120.43","221.06"
"1410","223.97","116.02","266.48","559.91","868.83","411.32","411.79","121.07","221.73"
"1411","225.64","116.62","268.03","562.01","872.36","413.03","413.44","121.77","222.49"
"1412","227.58","117.35","269.61","564.89","876.24","414.76","415.37","122.5","223.24"
"1413","231.16","117.9","271.22","567.99","880.23","416.53","417.56","123.13","223.93"
"1414","230.2","118.38","272.72","570.96","883.7","418.32","419.86","123.83","224.41"
"1415","227.85","118.44","274.12","573.41","886.92","420.31","422.19","124.61","224.92"
"1416","233.98","118.31","275.26","575.37","889.64","422.35","424.43","125.28","225.49"
"1417","240.45","117.99","275.85","576.8","891.64","424.38","426.38","125.63","226.08"
"1418","244.18","117.28","275.92","577.58","892.82","425.2","427.84","125.58","226.65"
"1419","243.59","116.31","275.56","577.69","893.1","425.04","428.42","125.08","226.59"
"1420","241.88","115.24","274.81","576.74","892.26","424.06","428.12","124.34","226.37"
"1421","240.07","114.27","273.73","574.79","889.62","422.35","426.91","123.47","224.95"
"1422","238.34","113.57","272.39","571.93","885.59","420.09","424.79","122.48","223.62"
"1423","236.8","112.95","270.83","568.18","880.58","417.13","421.46","121.4","221.72"
"1424","234.56","112.56","269.07","563.68","874.9","413.63","417.59","120.33","219.16"
"1425","232.32","111.94","267.17","558.76","869.13","409.82","413.57","119.1","215.67"
"1426","230.13","111.3","265.17","554","863.4","405.92","409.75","118.08","212.83"
"1427","228.2","110.92","263.17","549.31","857.39","402.11","406.5","116.97","209.98"
"1428","226.5","110.55","261.31","544.88","851.22","398.63","403.86","115.97","208.92"
"1429","225.02","110.23","259.81","540.93","844.98","395.63","401.87","115.15","209.31"
"1430","223.88","110.2","258.58","537.7","838.81","393.22","400.41","114.68","210.54"
"1431","222.95","110.1","257.57","535.24","832.88","391.25","399.61","114.14","213.56"
"1432","222.15","110.01","256.7","533.42","827.47","389.62","399.26","113.36","216.14"
"1433","221.46","110","255.78","531.91","822.56","388.29","398.91","112.81","218.09"
"1434","220.82","109.72","254.84","531","818.5","387.11","398.09","112.54","219.33"
"1435","216.98","109.19","253.64","530.14","815.46","385.85","397.05","112.58","218.42"
"1436","217.42","108.54","252.16","529.08","813.1","384.46","395.91","112.59","216.83"
"1437","218.04","108.09","250.47","527.66","811.46","382.84","394.71","112.73","215.4"
"1438","218.1","107.64","248.7","525.81","810.41","381.22","393.52","112.93","214.98"
"1439","217.84","107.41","246.96","523.6","809.77","379.58","392.07","112.84","214.33"
"1440","217.45","107.2","245.33","521.16","809.41","378","390.22","113.01","213.47"
"1441","216.94","107.3","243.86","518.6","809.28","376.45","388.26","113.05","212.36"
"1442","216.36","107.48","242.85","515.76","809.54","375.01","386.31","112.74","211.11"
"1443","215.75","107.84","242.22","512.97","809.83","373.72","384.45","112.16","209.92"
"1444","215.14","108.25","241.72","510.52","809.94","372.52","382.79","111.42","208.65"
"1445","214.54","108.7","241.33","508.93","809.04","371.51","381.83","110.51","207.2"
"1446","213.95","109.19","240.98","508.21","806.67","370.67","381.2","109.67","205.9"
"1447","213.38","109.83","240.61","508.12","803.21","370.3","380.98","108.66","204.8"
"1448","212.84","110.12","240.23","508.28","798.87","370.31","380.84","107.9","204.16"
"1449","212.3","110.19","239.82","508.62","793.88","370.58","380.21","106.98","203.76"
"1450","211.76","109.82","239.35","509.08","788.66","370.97","378.71","106.2","203.66"
"1451","211.22","108.89","238.81","509.47","783.68","371.41","376.62","105.21","203.87"
"1452","210.69","107.67","238.22","509.94","778.94","371.76","374.53","104.75","204.02"
"1453","210.15","106.5","237.45","510.34","774.7","372.02","372.36","104.91","204.01"
"1454","209.59","105.15","236.61","510.41","771.05","372.21","371.27","105.64","203.85"
"1455","208.95","103.84","235.79","509.89","768.03","372.23","371.68","106.64","203.71"
