"Raman Shift [cm -1]","normalized1","normalized2","normalized3","normalized4","normalized5","normalized6","normalized7","normalized8","normalized9"
"1024","-0.452178761242536","-0.39630539378600643","-0.8785270480218864","-0.4913104063782987","-0.7449496545757394","-0.785467427377155","-0.6576072604015673","-0.10202978863462998","-0.851624383269455"
"1025","-0.5105147244830838","-0.42988167797460736","-0.6814108226018014","-0.4041931376538684","-0.7025124914550881","-0.7366878869457193","-0.5437200460246717","-0.12575510771609083","-0.8394654788317428"
"1026","-0.5754273681326179","-0.5218939168008296","-0.47368361186299407","-0.3293043739455535","-0.6712195990772419","-0.70849108845774","-0.45448822494207086","-0.17437710921686017","-0.8362589826048973"
"1027","-0.6509226663775264","-0.6192854344518021","-0.3019977337125069","-0.3136916434409547","-0.6522595355930944","-0.70061888993541","-0.4305586092341271","-0.21721267506054898","-0.8881347269744463"
"1028","-0.6364397126053356","-0.6649278043943869","-0.2363066161525581","-0.30811231150133706","-0.6404736877675307","-0.7174078425878605","-0.4409903888518978","-0.1990730184409233","-0.9033804166660783"
"1029","-0.6760365841015942","-0.9000412354971338","-0.19777169600531663","-0.3976424470017489","-0.6603567960200568","-0.8202196753530957","-0.5716074353305829","-0.2582831416906154","-1.0314800450837747"
"1030","-0.7033212041143826","-0.9573035731734032","-0.3884367577735558","-0.47770305547564","-0.6851301539005723","-0.8941629551671837","-0.6391935722633","-0.3007692306930086","-1.08631869184403"
"1031","-0.792354232595476","-1.045977924370048","-0.37568248204429183","-0.5938790639865364","-0.723618908403604","-0.9710490124993079","-0.6933744170287829","-0.3381761513199817","-1.1315997233326989"
"1032","-0.9026134632997315","-1.1976507968870334","-0.37845739117360966","-0.7378816665923049","-0.7735406346095637","-1.0373722881675858","-0.7199534022741806","-0.39095866113781025","-1.1397541516825462"
"1033","-1.011319298139976","-1.2667256454680869","-0.4256968957778742","-0.9165359661548962","-0.8393568356549729","-1.111066883464625","-0.7523781596319914","-0.4164846072225915","-1.1786041492663264"
"1034","-1.112061126322189","-1.269982603603346","-0.5324775900549122","-1.1188716751844092","-0.9107519674959463","-1.1846446732179376","-0.7785957150031965","-0.5103459722555428","-1.1742306403711604"
"1035","-1.1978560006056411","-1.250359753877861","-0.7542849583088117","-1.2661497356740568","-0.9804849388831882","-1.2619059741951297","-0.784571294380225","-0.5858611577621656","-1.1803970146989764"
"1036","-1.2612631056891557","-1.2369758920880736","-0.8698848783217098","-1.3583696432560457","-1.0525214612745786","-1.3285756747833404","-0.8372005468574837","-0.6096129585700426","-1.1232940477297109"
"1037","-1.3004505835592113","-1.2234144978620394","-0.9594853705739158","-1.3982124003296612","-1.1118848485603827","-1.3760228980886369","-0.8676457500874145","-0.6188658162871888","-1.030269979536901"
"1038","-1.3221717119576855","-1.200791324797648","-1.0128313647165363","-1.427850176512581","-1.161053242126326","-1.3831155760636207","-0.8757043287867408","-0.6325555529375996","-0.9384483175809835"
"1039","-1.3304325324175463","-1.1600987445241706","-1.041598247061022","-1.3853642554341599","-1.193975760601045","-1.3633332514258034","-0.8642475310372143","-0.5939744554164236","-0.8860509213128591"
"1040","-1.3339895306586318","-1.1139217760398767","-1.0393890983720273","-1.2970816050725849","-1.2113454497997682","-1.3187504644483585","-0.8236086633510291","-0.5502094916265864","-0.8292533828413535"
"1041","-1.3262031975583441","-1.0325238629178952","-1.0112291161905687","-1.174215301242873","-1.201061807525271","-1.2594882760730093","-0.7740098818446635","-0.5353859542585189","-0.8394475582794387"
"1042","-1.2790284379428896","-0.9629148751731579","-0.9601636741732659","-1.0367542409907382","-1.1811735586446894","-1.1865250919818144","-0.721396266589484","-0.47467004041076094","-0.8575969956323358"
"1043","-1.1780419020173623","-0.8701760310783244","-0.9031477440828246","-0.8761659368932116","-1.1523738297175015","-1.1099120576964971","-0.6681537431021689","-0.4158575650818366","-0.8322987398583127"
"1044","-1.0795617186615867","-0.7920632198018036","-0.8329214358651247","-0.7492489626375057","-1.124083174039445","-1.0316305290462224","-0.6234629989620428","-0.41565549799941753","-0.7718997421469216"
"1045","-0.9871360880845804","-0.6291265130856152","-0.7423771623812253","-0.636988625681572","-1.0936228213760872","-0.9582332297814864","-0.5872428240091427","-0.4657598994038935","-0.7022106268208692"
"1046","-0.9184500636109422","-0.49093276968022276","-0.6571507222657403","-0.543284864556196","-1.0587107279237304","-0.8954332761809249","-0.5606658069058856","-0.4346296365885917","-0.7408635608686788"
"1047","-0.8722441830622306","-0.39019042632780465","-0.5878007390118865","-0.4893454793410985","-1.0282716512527743","-0.8558008228122295","-0.5288074357654823","-0.4370967049511916","-0.7315088793061817"
"1048","-0.8264257400752659","-0.23275518877275805","-0.4664032675871165","-0.4281219539416303","-0.977213349931766","-0.7966534624751068","-0.5409293970099732","-0.5479941764969388","-0.7615193956542143"
"1049","-0.8109851570675082","-0.020354101280767443","-0.3946399907824428","-0.41104990489224336","-0.9190226837756841","-0.767528625743199","-0.5450191341776466","-0.6451983922572255","-0.7189185468856484"
"1050","-0.8189395673345614","0.69700387554103","-0.3478894619104409","-0.41497054523406884","-0.9009060387084492","-0.751702645268624","-0.5543827487109517","-0.71625363411281","-0.6841595968659034"
"1051","-0.8584731727924967","0.45792903349155517","-0.33381673553132973","-0.4684048840479298","-0.8978704261045839","-0.7664803837451918","-0.567280811080319","-0.774728802815415","-0.6044667245357022"
"1052","-0.9246063140998709","0.08627359062828961","-0.37805765810513386","-0.5525820564855233","-0.9288574082494431","-0.8312424918252349","-0.5814481110388457","-0.838142061821139","-0.5734184167720597"
"1053","-0.9950746081055497","-0.2605208902504507","-0.4486806571448926","-0.6516564764516151","-0.9794857728245281","-0.9172539476083024","-0.604771134130856","-0.8633549784259478","-0.5083090017852919"
"1054","-1.0558554017963524","-0.687949547005356","-0.5496957360116927","-0.741250525029516","-1.0454901830223897","-1.0101001807833094","-0.6139937301048096","-0.9534530404515179","-0.461199589439091"
"1055","-0.9801746698236493","-0.9233278058856295","-0.679528763905026","-0.8286526498750718","-1.1168531773126695","-1.101827164471408","-0.605637351329004","-0.953503354412335","-0.44977313895864146"
"1056","-0.9019601807276313","-0.9581416590606574","-0.8835631748718487","-0.9147644645028417","-1.1868300943814638","-1.1925040674225658","-0.6032811504049728","-0.8774798821095405","-0.3904453265897261"
"1057","-0.8275646724132733","-0.7214435184819042","-0.9769634684328827","-0.9969041329851097","-1.2655360480809863","-1.2727075537354606","-0.6049834972503245","-0.8107470737266429","-0.39590585820869234"
"1058","-0.7973952378000573","-0.5904256788914407","-1.024911415364252","-1.0734624263142598","-1.338193252091617","-1.3452356533816072","-0.5988128540262302","-0.7846961479687695","-0.46483636953480445"
"1059","-0.7882145424464672","-0.5095638768752253","-1.03598590086949","-1.1404655288930123","-1.4011315449778448","-1.4101576105429185","-0.6347994067151236","-0.7465686877625619","-0.5910857914551315"
"1060","-0.8293834882329153","-0.4947746542891149","-1.0368888965326428","-1.198303161882528","-1.4536560400356648","-1.4882536686564998","-0.719414094423117","-0.7515527440997803","-0.7141899655783314"
"1061","-0.8809523636556567","-0.7269423483201288","-1.0189899925586405","-1.246243699970478","-1.4935842501317969","-1.563360195718193","-0.8025857685868885","-0.7667374712172024","-0.8124013569438133"
"1062","-0.9410322062423597","-1.0470214088425314","-1.0065544590934605","-1.274024017118283","-1.5224031876130224","-1.6314882787687859","-0.893656970229974","-0.7603259191553128","-0.8680363097441023"
"1063","-1.0016672329942284","-0.9717064877694159","-0.9567363407655572","-1.2853491638195893","-1.5424924641831257","-1.6906781451111845","-0.9803726213004411","-0.7537855311061858","-0.9246438377014051"
"1064","-1.0624565803732215","-1.0748680340022758","-0.9098426394315535","-1.3044742268846126","-1.5528597657347099","-1.734631936933539","-1.0509225424768296","-0.7552170225158308","-0.9548748749973782"
"1065","-1.1046844450894522","-1.1520542663676894","-0.8728278075442256","-1.3226474922518077","-1.5517194022513248","-1.7440608154159716","-1.0716967103873816","-0.7243173479051646","-1.0032120421321966"
"1066","-1.1426019288313687","-1.2291760600596475","-0.865134476863523","-1.344305350001122","-1.5401617827207692","-1.7363166649004735","-1.0823309766723215","-0.707464678478039","-1.083494177179365"
"1067","-1.1377474382527204","-1.2720550539336892","-0.8350836242682822","-1.3344174157397137","-1.5182855899518024","-1.708133712064006","-1.0563336432983053","-0.7222784662239887","-1.0777039623237261"
"1068","-1.1973776623218688","-1.4673747803295216","-0.8080573925219057","-1.3741353267384848","-1.4999748555738486","-1.6580187683740433","-1.0588209112360643","-0.7693659637050272","-1.1162694354790257"
"1069","-1.2161814695154063","-1.5401063785756994","-0.9132522065649933","-1.3816975081549405","-1.4872126347356776","-1.6031138813805075","-1.1549898752034442","-0.8032597138735593","-1.1173637185854084"
"1070","-1.2298728060254251","-1.5758798204501048","-1.0349237276031285","-1.3842112291582145","-1.4723620310473555","-1.538614019956033","-1.2031210809887163","-0.7872008880651024","-1.1232178633994978"
"1071","-1.236219346959683","-1.5764222409309987","-1.1627663765972696","-1.381603122623835","-1.4471911214563844","-1.4814513703121126","-1.186470087464207","-0.7978453331091347","-1.122903092891837"
"1072","-1.2315006828048833","-1.5007690393492965","-1.293835495993971","-1.3745799007214912","-1.4096168561876499","-1.427404027516817","-1.1253400651730925","-0.8150413722772565","-1.0836885142899848"
"1073","-1.2191506838659172","-1.4165357657041069","-1.349648224520329","-1.3609473888290986","-1.3798705836838667","-1.3823023959143408","-1.0526530242534882","-0.810333756129219","-1.0159532326613914"
"1074","-1.2039768458611724","-1.2954666396814414","-1.3871117672489732","-1.3480185501184132","-1.3514064252629547","-1.3440703485966883","-0.9515431997177747","-0.8393156112204514","-0.9993269313107139"
"1075","-1.1633142522337003","-1.2225747197518204","-1.3869859463425567","-1.3270417412434932","-1.3254141751181723","-1.3130807144991363","-0.8427991129925848","-0.8183433009367591","-1.0043188522734028"
"1076","-1.1138751217343712","-1.1266657206390946","-1.368510405313929","-1.2889240441094727","-1.3013976752215253","-1.2899862235154298","-0.7943681438057518","-0.831869939026764","-0.9877089480083723"
"1077","-1.060295261050529","-0.9788669407987782","-1.3216334319573788","-1.2399545976263082","-1.2739020401087893","-1.2729440492029658","-0.7542782895138922","-0.8311876621579172","-0.9901906377049502"
"1078","-0.9928446967081348","-0.7880619607771742","-1.256812351330266","-1.1462488253231398","-1.2462989818803851","-1.2874927886002216","-0.7315890362228573","-0.7728542898799385","-1.0075900065563153"
"1079","-0.9466650738313793","-0.6467904325113287","-1.1778035250321073","-1.0829128806915125","-1.2182907599944106","-1.3097492654978373","-0.7271495412927483","-0.6629453000457691","-0.9965222758474179"
"1080","-0.9440775807816703","-0.49409916778230245","-1.0830330042029421","-1.033955108547153","-1.190868931171265","-1.3301973984185338","-0.718553098209846","-0.6062676962111901","-0.9842261745252835"
"1081","-0.9390657734556976","-0.346891882792085","-0.9917404666852672","-0.9707564404292374","-1.1637357992473103","-1.3397176220724325","-0.7110169300181649","-0.49831765238061104","-0.9497231490867676"
"1082","-0.9347201572027245","-0.1946804876706599","-0.8902191596953773","-0.8762526350991295","-1.1381804900955146","-1.3010626511442158","-0.6890099850348131","-0.3006148864149984","-0.876812447836257"
"1083","-0.9339595391070165","-0.11310069446901008","-0.7867435503944289","-0.7943713589472893","-1.1133103014458405","-1.2601089978592281","-0.6464248970137029","-0.13872534243377005","-0.8085489691607192"
"1084","-0.9297439794746315","-0.029354222746507872","-0.6866437468762436","-0.7163854063505729","-1.0855548278019902","-1.2084135350095078","-0.5985092562481706","-0.03938217889822483","-0.7084675329819813"
"1085","-0.9224167549293331","0.00621744691706649","-0.5930669720313098","-0.6548001704625761","-1.0582859353274041","-1.147702059042121","-0.5566279377586177","-0.04207770663715198","-0.6070470152374163"
"1086","-0.9167854140923423","-0.03353050193507948","-0.5067745038030945","-0.6006446861010029","-1.0345779867143627","-1.089589411888111","-0.5206189987586493","-0.1399257374709779","-0.5451456464737504"
"1087","-0.8667763044980763","-0.07074095192905905","-0.42208048101518264","-0.5587211456535658","-1.0186954660548087","-1.0344486894200215","-0.4940414386777415","-0.2028028900467436","-0.461640449665342"
"1088","-0.8232132814157032","-0.050753456979223836","-0.34380738883489126","-0.5324422441851601","-1.0202583287372868","-0.9847520941997777","-0.4774613313244546","-0.20944361883673906","-0.36965648940170215"
"1089","-0.7760802478711915","-0.03489091317123892","-0.2928194357295954","-0.5085710155211083","-1.0207208511665373","-0.9530474592521861","-0.45134359542971136","-0.24622505691328986","-0.33827944897849815"
"1090","-0.7292117878743487","-0.0023007908308406598","-0.23043357769591633","-0.5382264625388664","-1.0594555310682081","-0.9292358414076344","-0.4668105451103252","-0.3200328040757863","-0.3322523650178535"
"1091","-0.6983472035334647","0.059479152140224735","-0.1840627116023993","-0.5757986322950532","-1.0634696115221305","-0.9375966701206669","-0.475975170034513","-0.3856019642936732","-0.3598676087794565"
"1092","-0.7071241209101312","0.05815599000389674","-0.18579011394712866","-0.6353043526535566","-1.0701521319248493","-0.9788063484728996","-0.5325482701470062","-0.4166038430656358","-0.41305223642231725"
"1093","-0.7376281396986974","-0.004666056765139158","-0.23546333916122156","-0.7152077667287497","-1.0796023521509237","-1.0800130975373758","-0.5733141917363542","-0.41830383512153774","-0.4433691787688316"
"1094","-0.7792708414810259","-0.06840400957749018","-0.30592300702685943","-0.8018819035628831","-1.0935063526397488","-1.1450555628768633","-0.6205984315545792","-0.44123194314130454","-0.5023306509848005"
"1095","-0.8298772395294037","-0.14194150991010207","-0.39523991211111786","-0.8700474687442993","-1.1121617842195775","-1.2145627987278746","-0.6618224659718548","-0.490957354170744","-0.5757130029829529"
"1096","-0.8872151169241312","-0.27191848096111443","-0.4963575976289596","-0.9043710954961582","-1.1319984929937115","-1.2765934561238497","-0.7062885124924799","-0.5496574802688331","-0.6821879850834398"
"1097","-0.9588965434304061","-0.36505452377362696","-0.596280116567299","-0.9438075780296096","-1.156586945302886","-1.3367685529343436","-0.7587689533217149","-0.5765230109093696","-0.7928141535977465"
"1098","-1.0288958674609896","-0.507226484971642","-0.6715539531836616","-0.9838226872646377","-1.1911836024981246","-1.3853858049936167","-0.884218314297124","-0.5975782841470662","-0.9193986227337302"
"1099","-1.0775816866555166","-0.5891137233413389","-0.7577652075113468","-1.0618354621774675","-1.2251769458171027","-1.4232616975893826","-0.9883592112426579","-0.5882160886880149","-1.0279475797384987"
"1100","-1.0980285953429174","-0.6838842795280958","-0.8485681562704439","-1.101228131983756","-1.2556911263080879","-1.4469679191610938","-1.0648012195615932","-0.5669672960199349","-1.132519755399195"
"1101","-1.089549719729487","-0.734286634789979","-0.943302754007015","-1.1006599063929583","-1.2724121896952212","-1.4526563609323357","-1.1100255118746198","-0.5073006988611741","-1.2367945383106962"
"1102","-1.0625043908054999","-0.7468601099088312","-1.0261810131358406","-1.0822653010519854","-1.2806958513014448","-1.4443155187450396","-1.1227377382101775","-0.44000000693382746","-1.3059543757031533"
"1103","-1.0252487463388076","-0.79600662067275","-1.0951214822267994","-1.0541619137696474","-1.2810382708900423","-1.4264003714206552","-1.1014817717577448","-0.38481125333708716","-1.3231396404160336"
"1104","-0.9554613957777653","-0.9034420376071147","-1.153271503219363","-1.0089146571934033","-1.2695719275074566","-1.3937101251526185","-1.0442757039704669","-0.36806257423155364","-1.3533722351182838"
"1105","-0.87059872254935","-1.0024140921177662","-1.1526073779110613","-0.9428425475792663","-1.251057544430332","-1.3464549807604786","-0.9520901134130694","-0.2881868098277688","-1.3517847794659477"
"1106","-0.7661391803755992","-1.0436914061337528","-1.042719462403795","-0.9273953179510968","-1.2214292889502993","-1.2828160425682409","-0.8251271269510035","-0.18416998688269506","-1.3593454602597483"
"1107","-0.6442576283115059","-1.0000054071852134","-0.786955413728443","-0.7940773506182428","-1.1784064973246073","-1.204426263046203","-0.7092917096148323","0.026416325300526337","-1.329759061753327"
"1108","-0.5111925574345031","-0.8823373503933116","-0.6106099160429975","-0.6433473277242675","-1.118320074623971","-1.1096067236085194","-0.6269902920943227","0.1785135355315724","-1.31832716758964"
"1109","-0.3666005293103401","-0.7305409421516115","-0.4135237147003263","-0.47366948706138173","-1.03660836961581","-0.9966318781889394","-0.522125588603735","0.28437474220085135","-1.2292741888979237"
"1110","-0.2100808749464187","-0.5263548361189131","-0.20960635086184704","-0.31748997051304995","-0.9399165246852436","-0.8653388517884202","-0.3898441146671839","0.436048366386996","-1.0142729909207782"
"1111","-0.05519807420637675","-0.35035029994902267","0.004035819344432189","-0.14762815098502552","-0.8236829256367556","-0.7166376538127431","-0.24268373310095975","0.5585999731175868","-0.7264284866103493"
"1112","0.11155516686290301","-0.1107276213229054","0.24121089339864385","0.08425605355464355","-0.6934618266493259","-0.5488494403491266","-0.06903665251023201","0.7112687357101319","-0.3974828091499142"
"1113","0.26316432381687277","0.11440965658390652","0.5326824486663024","0.35427290241548953","-0.5485594750639885","-0.36171809918613185","0.12381710672685516","0.8484865158617809","-0.027765466913874003"
"1114","0.43946441627437544","0.42192008774738954","0.8316452490999433","0.6161055715381438","-0.4054394114118502","-0.131804306029298","0.35480587281584697","0.9938478723046844","0.4906357995005002"
"1115","0.6555080509806064","0.7267904772365585","1.0729171496874756","0.904004071125334","-0.24109354398300653","0.13914222241983734","0.5991369403067346","1.129530753800636","1.0916555994989858"
"1116","0.8017489740307666","0.8645467015141027","1.2202012431948086","1.0595649312740234","-0.14696174948240306","0.2918937121883878","0.7475280233772595","1.1913346071641537","1.4145978353262587"
"1117","1.1607524440528327","1.2860432614483905","1.6149424359070712","1.4414750862127514","0.05656135401586966","0.6765537431564812","1.1034379241131484","1.2793076287207057","2.3131501334570332"
"1118","1.3592942328805984","1.4944027145265826","1.8216284268128036","1.667645330453058","0.1820344540211127","0.9126509215225552","1.3574625561364562","1.392842490370286","2.4315169788916298"
"1119","1.5219159613112818","1.6507679822201804","1.918640261691377","1.8358771660976003","0.3023505968531238","1.1262697504314851","1.5724534891853166","1.5203954476637846","2.1715823000297645"
"1120","1.6623538322097673","1.8424968378764182","1.9794347831156205","1.9404662499829068","0.40997188610235963","1.2416560081935577","1.773850677390701","1.6337143430128434","1.799694405518588"
"1121","1.7315008915767551","2.0352879329189872","1.9529932282937497","1.9960388674380163","0.4994430831321102","1.1805132302903565","1.938964537780045","1.7935572838296736","1.074382381773708"
"1122","1.854814497325247","2.1483231939187477","1.9744010501656624","2.0152711179428118","0.577309107236116","1.2278032971663013","2.0909296547398983","1.9501030691594323","1.5297028441086513"
"1123","2.0025900831711003","2.1950518538623873","1.9697952584910292","1.9328318683397006","0.6734209858818321","1.1077524352568682","2.2412728987137425","2.1890205267214613","1.3545418642516718"
"1124","2.137911570122138","2.190280394738558","2.106141669731357","1.8620752859405778","0.7712158294111879","1.1860206567460507","2.3958183943014517","2.461197294581206","1.700293096745278"
"1125","2.280009627809455","2.3120556755177177","2.085957781572049","2.162322072316651","0.8745607815652339","1.1693884235151666","2.5562648747676886","2.7777725549564947","2.3251561046057634"
"1126","2.4604775101865393","2.347289250835263","2.315769088940295","2.463769119235863","0.9672896193314908","1.3339080975573911","2.771429480390753","3.0587486972388556","2.7371826645803323"
"1127","2.7193218956470435","2.5579308148089774","2.5872362904953317","2.909510834494486","1.1355847037491118","1.5999070457111089","3.0435771689494495","3.3539474058207923","3.4047064593290184"
"1128","3.0131019932779743","2.8510703972179128","2.88249008454063","3.455668047472042","1.306650853682042","1.8708966131924418","3.2892699684870936","3.551270664221766","3.794097111739046"
"1129","3.2722782130156967","3.135772209595353","3.7747679699241177","3.807032046470723","1.5248185473220706","2.1133606860326606","3.513765760588546","3.6022136824874917","3.8433530314660502"
"1130","3.437784820566831","3.5123495829736164","4.00723183596156","4.197136854019013","1.7382184962801748","2.394609194957588","3.6997136766188126","3.7257075208382906","4.256402613665349"
"1131","3.5365218495132718","3.701332104952372","4.283128148700826","4.345887649075127","1.9182875212681405","2.5677987138525484","3.8425839062073397","3.7453520893100163","4.192902984075658"
"1132","3.565112437637196","3.8742271292763797","4.339646815772432","4.229882138897763","2.052925477200263","2.5873316785801332","3.9585140247221484","3.6861596058417265","4.138596549148315"
"1133","3.515372046707866","3.8085688152997395","4.281465043747133","3.9505295900474473","2.0213364027049905","2.483970565502295","4.014824505888215","3.4955747512084363","3.806046651777314"
"1134","3.4126553776705797","3.655999280085079","4.116349789485519","3.534888625639598","1.8687432715977803","2.212001162984896","3.88374965685939","3.1714712295229686","3.576817787577455"
"1135","3.2445997895165943","3.406277510132636","3.8458239191020565","3.046339979433119","1.578880541871185","1.9224868233317216","3.566745515273717","2.7164821093960194","3.2308566771137825"
"1136","3.0218507873455183","2.46233615050764","3.192812376703143","2.5165739443799913","1.2665920067797491","1.5865526319942553","3.135076163599179","2.2713633288239277","2.8730001075399576"
"1137","2.7218008020949283","1.903067086883728","2.7388273055930616","1.9443471324558803","0.9183889936781446","1.2348677102916457","2.6780037010069355","1.8317607998552898","2.4739221765440282"
"1138","2.3721511250758325","1.4519611653332252","2.2554772051629595","1.4247794543381784","0.5680892900171348","0.8941595486587993","2.13611445260458","1.408914950927668","2.068330415941858"
"1139","1.9828604421610416","1.1645423828600268","1.7733224608591578","0.9866359182681467","0.24812221821591918","0.5863510494852467","1.5956775837121648","0.9997881118846007","1.6115770195847086"
"1140","1.619805251416362","0.9222363394873189","1.2465222389928126","0.5734342546683591","-0.026438539282209076","0.3175053450013922","1.0772391536397825","0.5946592466070277","1.1644551736204276"
"1141","1.2514494367194218","0.6127613458066757","0.774118801902515","0.5739428178886358","-0.2344696397971384","0.08738829679817642","0.583913430006727","0.29560178195807973","0.7570044357339522"
"1142","0.8784225004801219","0.3324823329429056","0.3557566810945829","0.4140526203354499","-0.3726000803659853","-0.09723729751895274","0.10660029206107122","0.06211069642090774","0.5200923123798066"
"1143","0.5542955788932996","0.11434355292113495","0.05600874476403039","0.2630391711180903","-0.4594757226861492","-0.14035088599892084","0.12841510661410172","-0.12090199424291408","0.37084861855680906"
"1144","0.29022926189687853","-0.04523315767155493","-0.1614220525194644","0.15932085083957556","-0.5217756178813913","-0.22130859144399478","0.1391848062743307","-0.1671599107420447","0.11739255115565381"
"1145","0.11426822617752734","-0.010152412179995124","-0.3104961928612424","0.10416509369408376","-0.5232027060562857","-0.23289476959668107","0.11990024159642311","-0.07200473495025879","0.12437406369820336"
"1146","0.042724134338243146","-0.059637887843856305","-0.3749182664627893","0.09979004269497296","-0.4967832668185367","-0.22301618964862005","0.15816524618976707","0.1036033601618067","0.4378685106752303"
"1147","0.053790667930733345","-0.02477338565558616","-0.3643337453436992","0.1469024466059455","-0.4557085937279445","-0.17194244392609848","0.23019815764894885","0.29819788489909504","0.6337502975979356"
"1148","0.11575998892358165","0.13540545897125952","-0.30275458003070094","0.2119590016680092","-0.4059302192178235","-0.11605868420017702","0.29256104773631797","0.4074780563538638","0.7448048116805871"
"1149","0.29399346275705235","0.364634422295429","-0.12438957010920323","0.3791341817608046","-0.29508478920943404","0.00487781434393564","0.4380347016967293","0.8022695634036207","1.0469358175617751"
"1150","0.4781434529511097","0.5136158343124211","0.07613531251607802","0.5618885146644903","-0.17920723886370782","0.11793446587809521","0.586538028817727","1.0851149414301653","1.0350148593964026"
"1151","0.6750779655497582","0.7027749783085475","0.3093790197305479","0.7873536809441831","-0.04282734150541601","0.2537102195392983","0.748829376669477","1.3859349580688123","0.6098613147372475"
"1152","0.8885171229290002","0.860794466982833","0.5964088390968633","1.0411468857306938","0.1110785660031437","0.4018018792366839","0.9161321620300433","1.6642245796708317","0.7496049909420871"
"1153","1.1114782491847557","0.9965581555863005","0.8997093287650361","1.2652500372553006","0.25989748339975555","0.5502902294359308","1.0912370657839774","1.8241891178999088","0.9293472333198693"
"1154","1.3408133574054548","1.1309183906020115","1.2148637749947035","1.4718027900475121","0.36554509717958955","0.7005735709892779","1.2474099263134677","1.9428899977756362","1.1233316849882773"
"1155","1.5690246588462373","1.2503026743167047","1.5069965040491597","1.6506639803452823","0.4808805562152864","0.84171223497731","1.3955304176752823","2.0715665522226523","1.3429809199699685"
"1156","1.8145986898717008","1.429730035700567","1.7592026222376078","1.7953002747735882","0.6060018961926477","0.9872092208971918","1.5191778457371505","2.089209577075259","1.5061386238587955"
"1157","2.0396462956950505","1.547047825897118","1.9318853097299873","1.931624467307525","0.7486436150120545","1.1388592842969982","1.6079173723698574","2.127360042547414","1.708964580733359"
"1158","2.245197576279437","1.682087144264884","2.0394616247107034","2.1990986186791135","0.8436465725422708","1.2788890288430985","1.6826185772318467","2.131437336847329","1.8515642176166063"
"1159","2.3618845610717014","1.7856167771842129","2.0668541991323934","2.2729198957589056","0.9066792414695585","1.3991108681057702","1.7226949264544325","2.068834940092706","1.931740631343423"
"1160","2.4382989668926096","1.823582052185846","2.041577434550079","2.285846605647298","0.9368478569445634","1.4761538198692343","1.7353455901408958","1.9455275729907067","2.01731632695647"
"1161","2.437066737232829","1.7895668775386142","1.958960765254545","2.2190105032364404","0.9351429668306788","1.512512284241399","1.723523012804943","1.7571611187391583","2.064412249943281"
"1162","2.373125873631962","1.768584578522619","1.836162540221465","2.0686816173428664","0.9006707817585216","1.5075320211672532","1.685326238586635","1.5714807877860697","2.030796857754568"
"1163","2.278584635852448","1.6943765920396636","1.654907185932206","1.9540644882952176","0.8325375002994493","1.134710779748062","1.627307311945062","1.3900057209652192","1.9018070315433673"
"1164","2.225214583181907","1.6290063446490899","1.4442828017268519","1.7944701322827499","0.736791559092663","1.0218137699282677","1.5423478698735937","1.208078008787577","1.7184656753293275"
"1165","2.097001856805231","1.4688291505074038","1.23017929291673","1.5827069966351148","0.6147209829359651","0.9057544141819223","1.4252709068417722","0.9903570208440567","1.4430444452045323"
"1166","1.9107731778917105","1.2809672799449339","1.0053878290656593","1.358631634268458","0.46691955989238143","0.7816102844114768","1.2902725641434523","0.739374525635872","1.1964707435764543"
"1167","1.634362788737333","1.0339571635018088","0.7887927484381574","1.132360339124126","0.3134193665618181","0.6470478126214686","1.1154316079681095","0.46191534082736657","0.8204729968352664"
"1168","1.225417241567854","0.7259479970910577","0.5887700459719636","0.9120104664951763","0.16056631798965101","0.5195347899734816","0.932982640055347","0.1982823696340714","0.5718986354415436"
"1169","0.9054899906099088","0.46120139089898593","0.4195336796619464","0.7029691153133656","0.02730154294787668","0.3709888464896677","0.7477385592502074","0.020068812587658517","0.3526653147012666"
"1170","0.5940523712792145","0.2740187904456041","0.28072807011498835","0.504090275831115","-0.09817809114106471","0.22790381708385032","0.5483342678679002","-0.18593729139684562","0.1258684315893522"
"1171","0.3591557045737546","0.1619324533049977","0.1663119627367917","0.32137047174711114","-0.20942752788583427","0.09093145384052388","0.3571357854723704","-0.36869915359609656","-0.04138347027149251"
"1172","0.2145932861906082","0.05448865691083474","0.07171628242623748","0.15232293747269277","-0.2947454468351327","-0.02854784434763555","0.19885493911414284","-0.551608366085181","-0.016740233771068497"
"1173","0.2583499205223736","-0.017095822043994444","0.009225906377724573","0.005576934088698019","-0.35681091345195465","-0.1395381395507102","0.07462412677439456","-0.710665390434337","-0.12251108620244777"
"1174","0.1712875477896809","0.0618050859088288","-0.02902796738960209","-0.12705858897750485","-0.3408806786543049","-0.21006469616286072","-0.02449505700273406","-0.7748846101114422","-0.23754898269652336"
"1175","0.10341685774727405","0.14979039774521627","-0.049594256032016414","-0.23724690415199579","-0.3676520798208664","-0.2489916587936537","-0.08976656012008562","-0.7690753038143961","-0.3083648543989201"
"1176","0.05118917496259667","0.32669117777796897","-0.05958029412811751","-0.3332034455874862","-0.37008418889176903","-0.2847979680502969","-0.11848063519583985","-0.8095885951995128","-0.32035100307836034"
"1177","0.016607539638744402","0.47060151126538785","-0.04284308305610956","-0.3963042888246163","-0.35859176354287603","-0.30829565652562635","-0.12325618652106138","-0.7423018644386572","-0.32716179549016006"
