"Raman Shift [cm -1]","noFluo2","noFluo3","noFluo5","noFluo6","noFluo8","noFluo9","noFluo10","noFluo11","noFluo12","noFluo13","noFluo14","noFluo15","noFluo17","noFluo18","noFluo19"
"1265","2.679762242351288","0.6195184424437851","3.2246244417420513","2.171598176569029","-2.859403186405806","2.897920287428854","3.7837744310754022","4.637097993603169","0.05447066875185394","2.785872399663157","-1.1891751734573015","-0.7043543443353175","-3.1714499647552397","0.06570175774376963","-10.434844637979637"
"1266","1.9539131404719563","0.9967091838661459","-1.188292346984496","2.0670404835214224","-2.7438215244933066","1.7083471801810157","3.0769506913219593","2.7990308890622995","-0.3206319351937178","2.882246001354334","-1.2397748883232813","-1.7490346274196344","-3.4258362382295697","-0.6064241372774948","-14.119882949130512"
"1267","1.0578746994860335","1.0291291980265775","-6.658261406683963","1.723567150650681","-2.8075514049828163","0.29754430406729826","1.8729419960387057","0.0756617699752612","-0.873700113609625","2.7831692160877717","-1.4046435600278377","-3.0223931053131508","-3.6588708707627693","-1.494647896995696","-18.791074499705317"
"1268","0.04951005536295644","0.7159789845307034","-12.586703231979234","1.1980007350525228","-3.01088541478524","-1.269950137348086","0.25880726364819673","-3.1221814493576097","-1.5446009037365485","2.3951583359393434","-1.6609170696335451","-4.640405653573576","-3.8681165218554927","-2.5539749875594744","-23.76767600323342"
"1269","-1.0065302112516816","0.1064066803345895","-18.365497258740923","0.5280484302808044","-3.3643605915943433","-2.8575975467883006","-1.6729947801179021","-6.4730741162845336","-2.2635027943849044","1.7494469461889328","-1.9860122580966275","-6.352287957241565","-4.048954983884194","-3.752113868411941","-28.67518823230602"
"1270","-2.0562044030716606","-0.731905466325892","-23.776064955033743","-0.22652788507674676","-3.873372916983417","-4.370742410703619","-3.7612552636898613","-9.802560248296487","-2.966279397113119","0.8776073749183934","-2.3281722400980915","-8.027497056221964","-4.181375201363052","-5.023422465667396","-33.31649379638279"
"1271","-3.0318503337053566","-1.7069863128203229","-28.536381221262832","-0.979245173696555","-4.515346012412861","-5.730556646227939","-5.828654976058301","-12.643296105649437","-3.607884904843381","-0.17093568347245092","-2.6705324908307437","-9.49642738342509","-4.275679744314396","-6.312744114088325","-37.43713617563682"
"1272","-3.916108418981689","-2.717576787800673","-32.57387120094467","-1.6861251329706874","-5.23272669512602","-6.883267812918909","-7.820413448530578","-14.922434150591576","-4.153401627782772","-1.3108431389580313","-2.9921388168360283","-10.6999263198073","-4.402552247821934","-7.575760214037212","-40.8708074504518"
"1273","-4.693137328639439","-3.6581291177531368","-35.98539810596892","-2.240048204398788","-6.017248166908199","-7.81888548872627","-9.62518537948512","-16.500746136867374","-4.591734099378015","-2.5009987036302914","-3.270705809935908","-11.62183371077758","-4.483780890231527","-8.736817284564445","-43.4412012483105"
"1274","-5.35124316460383","-4.4951652805979245","-38.23321471335334","-2.6547601433671932","-6.857771753562577","-8.40396996478824","-11.212605948011475","-17.411807455429656","-4.935094679863379","-3.749306572532893","-3.508807185225254","-12.245096455055396","-4.518046219177672","-9.576833630021799","-44.987737767977826"
"1275","-5.876935499157038","-5.197350048664888","-39.43465747070951","-2.932519168631493","-7.681720335213532","-8.604823935418654","-12.546814098574533","-17.434378967912913","-5.244209739523703","-4.976718669714725","-3.715551916158715","-12.511731016242297","-4.543590909976908","-10.00003190039709","-45.31760996310471"
"1276","-6.27707906529097","-5.715543741810296","-39.238577992991594","-3.112741179446125","-8.501967042302036","-8.431824671178934","-13.6698245213162","-16.697396762971735","-5.561847387834823","-6.149777256596373","-3.9504056836554504","-12.354932021341215","-4.602624210011833","-9.976915902855424","-44.8128245084398"
"1277","-6.564951920472337","-6.03980802401338","-38.351868665542455","-3.1071126055308698","-9.382295159317438","-7.98815194073967","-14.434307361842485","-15.273349352101528","-5.8883871349869406","-7.265473095905002","-4.225664112636595","-11.827630134650626","-4.698873436256671","-9.662986930189087","-43.55003484333662"
"1278","-6.764426508982516","-6.2171802023978575","-36.77387636307647","-3.018669247382716","-10.335979767659186","-7.448616029359451","-14.946688897175509","-13.366633995935985","-6.210014287703331","-8.271054146994747","-4.575933738037206","-10.978376115216474","-4.840775859273605","-9.173450813904884","-41.78762986743423"
"1279","-6.889368115546183","-6.237606753286242","-35.03188766624862","-2.9349514450859546","-11.349430064825398","-7.110872230797989","-15.319813177906632","-11.32929660544899","-6.449140625244377","-9.046817063109682","-5.025877125401486","-10.089218690732046","-5.025201601702829","-8.60436420436502","-39.86712717740055"
"1280","-6.97061341557848","-6.133888635708333","-33.18406586564914","-2.866682338911218","-12.438170427557896","-6.895796112177151","-15.446034781445826","-9.379506329132976","-6.631682080253257","-9.872186611350532","-5.610248619503919","-9.216513639139878","-5.251034507770068","-8.005432445131111","-37.96374098966698"
"1281","-7.020621295973406","-5.980525735344945","-31.6408059368356","-2.8467423618044325","-13.599249687558274","-7.133335300570459","-15.640876009730256","-7.698395357576387","-6.753406757761388","-10.7237796336985","-6.337363909388","-8.528719923401285","-5.498565573174393","-7.443779041509167","-36.36771334818566"
"1282","-7.0889630961691275","-5.813277636968086","-30.392018597475214","-2.9007031521547013","-14.78023939270313","-7.3575394338611435","-16.01742012556651","-6.268398051676965","-6.803684500084929","-11.642276737515376","-7.222289593413797","-8.138376116101691","-5.734487920875963","-6.943785853735791","-35.081129196922376"
"1283","-7.161161448262253","-5.660082657752542","-29.85207697319132","-3.0667164424145317","-15.834102792900723","-7.954444411100812","-16.562649323281182","-5.43091567474813","-6.777126886511262","-12.558525290389932","-8.120471584877603","-7.985152379618328","-5.93171419233889","-6.517700633155938","-34.71418285331494"
"1284","-7.2847124987453284","-5.560705383004552","-30.350558432479932","-3.3145880684920357","-16.758178801788144","-8.790352778139345","-17.297274100332274","-5.241542863764352","-6.697842498673902","-13.458162801450932","-9.163504387200131","-8.0735180984588","-6.065192392882","-6.14238465502092","-34.91830361216623"
"1285","-7.4456030094931736","-5.539836955511965","-31.464090769463276","-3.6492154574063917","-17.51289426761694","-9.735460006981889","-18.08384668689885","-5.747635356619221","-6.561251799466566","-14.235575761626542","-10.268856890853787","-8.347345743492394","-6.086412944758084","-5.98083252519973","-35.655687726349576"
"1286","-7.591118859693928","-5.623788794850507","-33.34431394219515","-4.046322506238576","-18.039711026735283","-10.690341064993587","-18.857172059999055","-6.74213356483759","-6.328280369440725","-14.832585826891707","-11.355487445650697","-8.745721306216787","-5.964870716080162","-5.911334885439573","-36.50064430055696"
"1287","-7.6497602144653305","-5.785996751460182","-35.43675137618338","-4.443354461095678","-18.234294406353225","-11.600274278788506","-19.4908789576277","-8.167388658281922","-5.974287022425361","-15.187508561905993","-12.378045792937648","-8.739423332068645","-5.722423088392507","-5.919403437468625","-37.1770762575112"
"1288","-7.536142973653743","-6.031976854944704","-37.68006677516992","-4.776888738090774","-17.88950027803268","-12.351345487975761","-19.879650409778282","-9.430923529182444","-5.456572211008642","-15.203566966258979","-13.140417606482956","-8.378984948904398","-5.381400101539259","-5.997306788353773","-37.37371724620699"
"1289","-7.180654616770518","-6.297896328048241","-39.077813105796","-4.972703328875238","-17.02321022711638","-12.820690556397139","-19.908151081077122","-10.167639553203275","-4.760919475495111","-14.836962392022937","-13.553639468147292","-7.587936765030943","-4.885265323168565","-5.936839532573533","-36.90344642454838"
"1290","-6.50241516870164","-6.389894745577034","-39.234643224807456","-4.923981051572253","-15.513825079645367","-12.889085129741268","-19.359991328388148","-10.341133688730427","-3.897317762426705","-14.067970195599152","-13.628288046452884","-6.41867411508241","-4.2065998100252315","-5.622515102207377","-35.38915860430481"
"1291","-5.388557199233186","-6.110280169167712","-37.09842176228219","-4.514272642295022","-13.501631472758032","-12.290662315853659","-17.923695316388198","-9.154879730646009","-2.8485996851336255","-12.649996935460651","-12.893566279985906","-4.818672518446271","-3.3137160209339287","-4.937393979443568","-32.5655837680481"
"1292","-3.7887525858645374","-5.308401417299964","-32.2448919807213","-3.677242841835545","-10.964156444405651","-10.736021282940776","-15.63390159690889","-6.311465989360428","-1.6130770789736217","-10.623978632699188","-11.330137000406449","-2.9042917367204844","-2.230769700796155","-3.822842923578744","-27.50171779381828"
"1293","-1.6569012089822892","-3.717711059969301","-23.705184759715095","-2.37217590264033","-7.96404105689423","-8.072024939865049","-12.383075765575157","-1.3188337426755923","-0.19351491405775056","-7.935684925289692","-8.95378708686759","-0.5224623432610186","-0.959327223526514","-2.262133811546775","-20.48052255177084"
"1294","0.988667309479202","-1.2527480268825915","-12.74817994779019","-0.632825250375158","-4.619208319929691","-4.314480515040477","-8.219698287523817","5.686339191507127","1.4179145021744293","-4.674852401096676","-5.863656258107546","2.2641113787855396","0.484508417671038","-0.34504808230891537","-11.221851121596906"
"1295","4.166911094436629","2.0126446152735653","0.22183953215299645","1.3640825549945932","-1.0431857030555032","0.44829348791486057","-3.027719955977847","14.876346669958135","3.197596356186841","-0.7717903946542084","-2.053525767931189","5.353697523939972","2.0353490113287442","1.8006057752748437","-0.34523194714077166"
"1296","7.74717495532437","5.990297827594067","14.5751088430591","3.6182416358933827","2.674352255316313","6.047620334482323","2.5348518279297227","25.03390601373697","5.074202604024626","3.4730002691961017","2.1321201456919208","8.780308932055025","3.61707938864456","3.748041497861355","11.326398603185082"
"1297","11.556371835851376","10.443506164661255","29.268571186261394","6.117746314317425","6.446004044166922","12.278215205007092","8.367244070017415","35.606172696427144","6.952502986132628","7.832804280464682","6.461847304280301","12.350632850659673","5.279488921127486","5.55576731820785","23.27715556004247"
"1298","15.259836341042655","14.884455987627552","43.824165724990266","8.605014397128492","9.947932387256463","18.496428094115586","14.004909487765634","45.62842904191344","8.666874013175837","12.042423825012108","10.636493811234175","15.683292964449123","6.863433453025948","7.368239298558411","34.470803614008744"
"1299","18.747374592783338","19.251623532340503","57.590445169750545","11.030632586953049","13.121424629246732","24.61566526081515","19.335855979283135","54.97132036191707","10.19805761369856","16.03068660419821","14.578632081000649","18.762835675993642","8.338396267570625","8.971995630212637","44.67987885467856"
"1300","21.86980935106723","23.412281383276557","70.14343375015603","13.289781796456676","15.81708848414605","30.331811644793074","24.239055319331754","63.337071383240044","11.5091472214065","19.66384042458001","18.156794539726413","21.485621120732382","9.638875526647572","10.35677914565611","53.46341785276106"
"1301","24.51279585988049","27.190867362943962","80.47597562155877","15.29233743847674","17.91468256636267","35.37987260640075","28.606830599297147","70.40839678144359","12.550473765816982","22.817355903546485","21.285379132681523","23.697965969428225","10.725930937527007","11.449761666438842","60.64218761174188"
"1302","26.55288967376741","30.29066105411825","88.45035264363139","16.82540855672322","19.30741011016578","39.562122333283","32.1592728459206","75.82431567574977","13.287186542144966","25.359369174959323","23.746909227814726","25.248049902095385","11.567579308477725","12.265367384870148","65.80844402196082"
"1303","27.81473429114336","32.573547858319046","93.63792148266893","17.798601594162644","19.945095974162683","42.4885303146597","34.6889523260118","79.36424322544315","13.68488954012238","27.173049232474007","25.44388385747444","26.00995870029316","12.147089621291908","12.768990738468545","68.66898654657379"
"1304","28.3023220243453","33.93027851322751","96.01323593123205","18.262225030973248","19.7784324380584","44.18676211510737","36.14578405406111","80.94704531805081","13.717349270404599","27.99144488638025","26.235029699257886","25.91686743605416","12.459286412987606","12.94094326991563","68.95931126500231"
"1305","28.04884230927865","34.32710696758018","95.3500177302423","18.218475471767952","18.862857463173356","44.49669357830363","36.23481581192885","80.44328243629455","13.367713508849508","27.94488476393626","26.191846969907203","24.980351969966357","12.51450822997572","12.75275430343908","66.78777609029615"
"1306","27.079931560967125","33.79620487442458","91.79025376785549","17.63717774248543","17.302044160694486","43.764920199855","35.13139955018053","77.95186067480158","12.639482697802379","27.047810739636205","25.340060633213483","23.28745271980813","12.327585212660876","12.21236224921153","62.442220092776445"
"1307","25.480576555663568","32.361077050571296","85.29832690156607","16.57472150901821","15.26563161258501","41.56979654841835","32.91470868313978","73.39843927846587","11.543554777331613","25.411384312350567","23.868086293910345","21.013438912254152","11.91770112448745","11.309457985047125","55.84845161594909"
"1308","23.29720409316782","30.06761345776741","76.31287721505551","15.05286900694672","12.785772890559297","38.34100399601918","29.73375084287697","67.1243811761175","10.118795620329836","23.128750567001404","21.72367927997252","18.47943930803313","11.316034124946826","10.07667442167066","47.723415812708105"
"1309","20.69769626299303","26.999147367450057","65.53297168085552","13.143073109445199","10.014990128196594","34.19572849666724","25.788587782958114","59.30554737879299","8.44743652075301","20.318922039623896","19.17981348337467","15.749108482623226","10.56147116577308","8.573603894073818","38.35715503177993"
"1310","17.825679333733238","23.25809652067301","53.3296141128634","10.938451047361749","6.94207539016339","29.330407253867925","21.335552770115942","50.40465311724874","6.636345305052353","17.156001133147665","16.32559382402968","12.9222391939116","9.685919681823792","6.986682992487067","28.400970170352625"
"1311","14.817513705227029","18.994013176930796","40.59220062610515","8.56539291189741","3.7622083530178134","23.94913954272378","16.599398024226854","40.98435943833847","4.768053965342693","13.826383595980246","13.311391515664724","10.07149223777832","8.72284343655238","5.334386572093306","18.187958451824485"
"1312","11.802106662650326","14.406320539761053","27.996980313884887","6.131108514783574","0.6268270295039169","18.303127676953228","11.791744573760468","31.69472654055808","2.963178563102064","10.561931082721818","10.370098751987136","7.204850361643501","7.737679140424769","3.760216545350983","8.156598160075074"
"1313","8.909495372168914","9.779581163068652","16.542461625429375","3.719593958598982","-2.3045606375951326","12.6668787488777","7.18058718367148","22.667359863151695","1.2776207753806774","7.497175792168141","7.556126774490954","4.506456719094918","6.787832586244847","2.4664197564428103","-1.3202896214327573"
"1314","6.272010359665478","5.417855598961785","6.377943187965554","1.413527482450165","-4.936442089813402","7.323885403185705","3.018427689103896","14.43255289030966","-0.2356966459391837","4.803284912081908","5.0447902204579895","1.9643006674865764","5.886649083999276","1.4392677880917542","-9.710897144947205"
"1315","3.9886223711188036","1.5111827847245163","-2.1417826175816144","-0.7359633879988293","-7.28333860745692","2.5591922146155053","-0.5407176612476334","7.606195365875209","-1.509670453538307","2.5400084456051664","3.161433113470678","-0.28346435715164175","5.043071238694304","0.659852903642149","-16.683438307635093"
"1316","2.0927763827413264","-1.777928748932598","-8.856121636441507","-2.7038502460522036","-9.333018450049108","-1.5382392870690333","-3.502934823124802","2.0711131989184253","-2.5173365178665805","0.7713717719622415","1.6395015205909744","-2.184372433805086","4.245922235440027","0.04074853020478347","-21.870342854508728"
"1317","0.6057765289859358","-4.313653147912405","-13.648050692781418","-4.467407861691292","-11.06121724315356","-4.958888877095748","-5.80813640078913","-1.8797251571615483","-3.234087411367237","-0.5400091841233989","0.4685785283792836","-3.509818102829462","3.519077820188085","-0.5228405963633236","-25.547466426763833"
"1318","-0.5062218196822739","-6.187024045827913","-17.896456332862993","-6.031616500134611","-12.484645321712645","-7.697898117935663","-7.508394207034906","-4.7338564320626695","-3.6446244854524026","-1.4168674690172656","-0.4459838728696421","-4.329856365441546","2.844287942302917","-1.197807320295584","-27.71374292895786"
"1319","-1.2382128292615597","-7.501854756712479","-21.378957432895024","-7.406578346693878","-13.61724048402588","-9.803596735274976","-8.682542354619894","-6.815634033847519","-3.7895325561766637","-1.9086302206226182","-1.1040128082800231","-4.650139494799541","2.179939459936446","-2.0784589740751698","-29.209244818893673"
"1320","-1.730791216229288","-8.3433682262261","-24.448003942190017","-8.490002144186924","-14.462087992090897","-11.340224549532682","-9.698307690668905","-8.819260510547453","-3.7416907251723663","-2.289816735691217","-1.7558590592806733","-4.483756262547091","1.507416719798944","-3.2546822093008485","-30.273249967551433"
"1321","-2.105911280885861","-8.915835485253584","-27.399307413718216","-9.337224835176011","-15.097607045385034","-12.369622875999502","-10.362799071678854","-10.538271992406365","-3.5602126691884637","-2.5677957641782307","-2.318540445073547","-4.111522179858248","0.8268062915188532","-4.345377779243251","-30.905325910325104"
"1322","-2.4425510614714594","-9.432945697696397","-29.90368525450704","-10.065893300831577","-15.64312681986066","-13.051623702718096","-10.852606300344284","-12.079525629340598","-3.297908668757123","-2.802795943707431","-2.778401532605702","-3.69196848242961","0.10849503533537311","-5.263605466327683","-31.372075354297387"
"1323","-2.61905127088952","-9.542857560951331","-31.627359082300018","-10.578514119112258","-15.939931878920568","-13.10899577661129","-10.989959738721135","-13.022664322994352","-2.8872177817894147","-2.9379521760520513","-3.0171337330097057","-3.1122095695801306","-0.5823122166817607","-6.037961473386742","-31.240931927060263"
"1324","-2.687963991883813","-9.285712348879958","-32.790803227143826","-10.929702646622518","-16.047442270387176","-12.823697163026681","-10.90277108080516","-13.514313053031497","-2.3800379881825497","-3.068827945654418","-3.110390953606373","-2.531540298438853","-1.2567891823106823","-6.5517258632210025","-30.71301872746863"
"1325","-2.658903111350724","-8.77060202723738","-33.52319690448094","-11.157682342017495","-15.974933720079202","-12.274664810105552","-10.724728038153263","-13.637649889477474","-1.844825513175099","-3.2680201502192903","-3.1166809986946387","-2.0351186887392174","-1.914829191918883","-6.849365167241998","-29.941179436779954"
"1326","-2.5630670251720917","-8.113341233854362","-33.930950204665166","-11.302748147370686","-15.78863850173377","-11.499714837801875","-10.628546320199776","-13.442876908359565","-1.3536636192976037","-3.619756588312993","-3.101280738458545","-1.6665549078238884","-2.55551204830707","-6.9382780859028435","-29.080999767957984"
"1327","-2.4446260773651702","-7.3236305631514576","-34.0728074737717","-11.388091608678463","-15.52225364991258","-10.599803406592503","-10.610133885087741","-12.970215358646444","-0.9983302389073965","-4.133975186087512","-3.0353259638689423","-1.437791463371976","-3.1730209348604554","-6.895750078017398","-28.29727703091916"
"1328","-2.2044269074211935","-6.466729995591965","-34.02418161229628","-11.349625030180698","-15.221911008658235","-9.569121402648609","-10.739562919986872","-12.271642858057422","-0.8422612588917723","-4.8120264124192","-2.9255621111423333","-1.3411978888763492","-3.7709361352962727","-6.7617920080511364","-27.741857813720063"
"1329","-1.8656156382525995","-5.650380636303959","-33.84075214195792","-11.22059789920828","-14.889703801886848","-8.59384806015001","-11.093865975987114","-11.426591941602949","-0.9183225010251728","-5.6636298003222265","-2.679310445142255","-1.3430644629389152","-4.352698801718503","-6.5810141557300925","-27.290107547803828"
"1330","-1.4593132380226623","-5.018284907812797","-33.65575216140773","-11.05989640282672","-14.541062479153956","-7.795787675450539","-11.713184760006293","-10.5710186584341","-1.2223459535375454","-6.672541579473828","-2.3472545326350343","-1.3824002764045842","-4.919162645379208","-6.3917837039112095","-27.31487572541978"
"1331","-1.0113131042313193","-4.698717177559281","-33.61148525359647","-10.891446326111925","-14.214327662856165","-7.278678784957311","-12.624949844562313","-9.772442183179322","-1.7306234906044096","-7.810361439176205","-1.9224508701366723","-1.3965815410221492","-5.475612294106108","-6.23315304770814","-28.104886237816643"
"1332","-0.5634994207067534","-4.730689940966188","-33.768550605741915","-10.729428510820293","-14.027074786265837","-7.117838608747904","-13.801795643262865","-9.211511963504892","-2.395176437240835","-9.075307407258414","-1.4920428933974077","-1.3857651155071613","-6.017028992725667","-6.130212258207096","-29.74052481488431"
"1333","-0.16902396874598513","-5.092690052821004","-34.20873962685737","-10.572162913087052","-14.064071581797505","-7.352186238118926","-15.17839326066608","-8.960154577803516","-3.1521285158455536","-10.440152081631195","-1.1285382719133477","-1.5649715968220395","-6.540871279330517","-6.1102313046369","-32.36052501552082"
"1334","0.0970465303812531","-5.742960852373703","-34.95829778266218","-10.443382033109154","-14.404418177976941","-8.012955678231945","-16.651288173085863","-9.040559240241391","-3.9465522226962366","-11.840829393257394","-0.9353509377388196","-1.9480486046901313","-7.038232473142479","-6.205316865909552","-35.681633928143675"
"1335","0.22724539173556413","-6.6272760758739","-35.998494643087916","-10.374530431785617","-14.862366423459672","-8.952870726496641","-18.191257716139027","-9.522161373462467","-4.7309036102386886","-13.206591127559635","-0.9328320031858663","-2.5446794767392555","-7.513792365273281","-6.432580832983862","-39.42679188086403"
"1336","0.2168306048737617","-7.679662561388109","-37.29247219061486","-10.375526083102297","-15.418266747281406","-10.04899134854001","-19.733326543317105","-10.497777872094156","-5.459644508987414","-14.502389532790023","-1.167402127798426","-3.306613219679958","-7.965237508519768","-6.788064366783957","-43.35296239320559"
"1337","0.0611606797316967","-8.83035000674191","-38.89727380496465","-10.454889842461169","-16.063513086743438","-11.267403532433192","-21.241176287461347","-11.980074733378373","-6.13488117455688","-15.703426111982218","-1.6559437887106463","-4.184367890440341","-8.387609043389986","-7.248246883653574","-47.23159980898328"
"1338","-0.2434357876882911","-10.018427973848267","-40.75016889994575","-10.625022741096867","-16.777074288727558","-12.607056969016524","-22.674836381645633","-13.9130588424121","-6.748741098931343","-16.77388592213684","-2.3962669809538255","-5.127284701939751","-8.772473712535703","-7.768820161583898","-50.871816446090946"
"1339","-0.6979770230514444","-11.175167627339388","-42.77038432361504","-10.871431106578411","-17.53014725013871","-13.98695152447529","-23.99203671581645","-16.199119515890676","-7.2805459570120155","-17.671822598059467","-3.352946898442962","-6.069759906637167","-9.113081348614902","-8.306585151755217","-54.12776230667457"
"1340","-1.301709232640693","-12.25544395627404","-44.82282223182807","-11.161831876550048","-18.289208125985976","-15.357700524528187","-25.122416332077513","-18.659393717220784","-7.72464349034976","-18.395593134639263","-4.482966445879153","-6.960359771863005","-9.39955907713052","-8.792202703122356","-56.89303087426205"
"1341","-2.0380544289702036","-13.219465242246036","-46.75219342076365","-11.480343902809754","-19.027005566441904","-16.672920125570293","-25.984804583746943","-21.13997861476626","-8.065593980264923","-18.94798735512452","-5.743971311038113","-7.7548833812478914","-9.62300020525773","-9.160717040621343","-59.09166007997558"
"1342","-2.8645370003534256","-14.034500595099283","-48.42124148067198","-11.786597129781645","-19.711086321056793","-17.88708052154747","-26.520021134983615","-23.498304526556545","-8.278554788585808","-19.31478056780302","-7.089560785851227","-8.372853455467258","-9.776130888451823","-9.356596344829496","-60.66513906584545"
"1343","-3.714584676613839","-14.669192995905602","-49.75911767429601","-12.074372207772935","-20.28604837920394","-18.948630580813056","-26.689674028062434","-25.599519459023227","-8.354605961198338","-19.460192502877213","-8.402771824204512","-8.824811037716628","-9.850083077247024","-9.34503748621096","-61.58312316068383"
"1344","-4.5328579972231156","-15.101588281971493","-50.70355098434006","-12.345200492705299","-20.70178831342252","-19.791404608557272","-26.451927798938307","-27.342568331968238","-8.29486230501861","-19.39785542807943","-9.6227669644659","-9.139606314471006","-9.8249684302393","-9.125761000909112","-61.83723098156251"
"1345","-5.268172049937693","-15.30244915599189","-51.173319610237414","-12.592153417821793","-20.915930265271395","-20.35651799813911","-25.83736048172217","-28.654363024637338","-8.100359378018695","-19.141536853661705","-10.705615005642999","-9.336730982114751","-9.707582661852953","-8.710763747699852","-61.40868308118488"
"1346","-5.873643330247295","-15.233131514049363","-51.22134468713305","-12.775827034485461","-20.90937183939992","-20.629511191593874","-24.901421579318956","-29.523991069179704","-7.781705662817403","-18.71327673014309","-11.625713229427665","-9.42946027542541","-9.500849020540713","-8.134981709870875","-60.31018407351823"
"1347","-6.324863653927027","-14.749636619020945","-50.88318497104694","-12.865675345236198","-20.660904393749103","-20.6187902585171","-23.664561531666223","-29.92470018950237","-7.356599474574798","-18.141969090489432","-12.361128462824565","-9.433768909086174","-9.20543761239526","-7.440004004830972","-58.57658157102008"
"1348","-6.606041219378117","-13.92093960249581","-50.2186252438488","-12.836433491932372","-20.140751204151123","-20.347561194725028","-22.18839210183847","-29.86075433770355","-6.859977752945924","-17.49923837829805","-12.906955532082895","-9.344172623073227","-8.834341246498965","-6.69103713526524","-56.29938212669635"
"1349","-6.7135349066696905","-12.888649367647336","-49.309363268952296","-12.690790219246614","-19.407504662744003","-19.791230887593244","-20.545761737995477","-29.35891581754161","-6.350468235675033","-16.792378577905133","-13.275147214213336","-9.162605476838031","-8.398469637762556","-5.9471407378746575","-53.6583589635981"
"1350","-6.67970934951768","-11.766046269884743","-48.2517962639218","-12.437012995166922","-18.561907920834198","-19.00303416837655","-18.826338181719173","-28.45057281841522","-5.8745131297727236","-16.014882682660993","-13.494686217488463","-8.89469424492263","-7.913321870633083","-5.260101013275448","-50.86999641929468"
"1351","-6.549460538689964","-10.710261826498423","-47.06206631027451","-12.09256926676575","-17.667593053494457","-18.103612555294603","-17.0939688541128","-27.182357770698427","-5.470212589462959","-15.183459119725418","-13.586943635376738","-8.559114938199533","-7.394787365216978","-4.67196116072917","-48.177602023197224"
"1352","-6.342762681424307","-9.809590793457568","-45.76165262318682","-11.697660759451743","-16.763057871507343","-17.239491547402906","-15.404418053507358","-25.625843961831652","-5.1307430733499535","-14.337111942980245","-13.574884743466729","-8.20594256181266","-6.861990321663877","-4.21175954234052","-45.816833066635176"
"1353","-6.088239215459417","-9.13154140643664","-44.421186043425486","-11.282902703745128","-15.894089110113747","-16.471805261411276","-13.80771671354539","-23.909549398922735","-4.837203720910378","-13.52452440758671","-13.482725037940195","-7.811145800654702","-6.328982473729694","-3.9032436926682053","-43.95469756906876"
"1354","-5.814859426903323","-8.68481025954663","-43.15076401237784","-10.873368279460815","-15.11578948251004","-15.818590150673705","-12.370680277209303","-22.123104922471907","-4.562685917394137","-12.755722737771176","-13.327507046995088","-7.370217936742885","-5.809666760214839","-3.759747613356675","-42.75474461628185"
"1355","-5.552040865233512","-8.425662981162915","-41.97034284172777","-10.445738373885142","-14.481530337192503","-15.268448772434859","-11.066526087763313","-20.314017489192647","-4.288968945683519","-12.063482889790931","-13.12185975095664","-6.891633853526531","-5.318340320071101","-3.779196604002312","-42.12689237973409"
"1356","-5.335968183389014","-8.275762252737236","-40.89291259189699","-10.00759433513278","-14.009007696959053","-14.793249303917726","-9.937572905293685","-18.593563889633256","-3.999942208188795","-11.468673546775955","-12.87629036954525","-6.387242305923866","-4.864710917463732","-3.951929484322827","-41.94073826151697"
"1357","-5.200667533445013","-8.199649933895685","-39.95405455911825","-9.587193817283811","-13.697722452489504","-14.342571918268535","-8.972881486047758","-17.004914417469617","-3.696268028471062","-10.95916239859948","-12.616428806145398","-5.870140315935397","-4.446422545575675","-4.242014536134525","-41.97754730017951"
"1358","-5.152439416366226","-8.157914211702959","-39.1259026272697","-9.194562567559178","-13.529896304724819","-13.851704919009073","-8.176451683521542","-15.58442368854898","-3.385029960095441","-10.527248025609643","-12.356867261157173","-5.35955239919678","-4.043152044903525","-4.613840807646088","-41.79513139781018"
"1359","-5.145108923093923","-8.080113271648168","-38.328712349189246","-8.825098290780206","-13.436129736230717","-13.191731695693091","-7.553133559199949","-14.38182001072266","-3.074409114821088","-10.166881154345308","-12.09754670525319","-4.8726856369280185","-3.6736467843579033","-5.031963524034502","-41.28973724277087"
"1360","-5.174006410387049","-7.914433268153868","-37.48902326467579","-8.453632484850633","-13.447709257918435","-12.404340384917855","-7.07708535320937","-13.412329053093758","-2.7729363361909747","-9.823444367353268","-11.836902772921839","-4.425297791370152","-3.35096137617848","-5.438462541499616","-40.4252463097251"
"1361","-5.230452524516375","-7.639042913456099","-36.55985793348665","-8.084569570919191","-13.586137844180632","-11.567613241439354","-6.752001503271212","-12.69209026895227","-2.4884274649178475","-9.461124083546403","-11.566200061811953","-4.023471218313969","-3.0921639560675906","-5.787149110495661","-39.194025101212965"
"1362","-5.305777524444334","-7.265432607516376","-35.5533518862058","-7.726006699870692","-13.820275029854157","-10.701717458608117","-6.556316509067778","-12.20875979216888","-2.231204594604694","-9.078319253523345","-11.280258702604154","-3.675867939064249","-2.9103149270897983","-6.036174571331604","-37.63012514767957"
"1363","-5.389249783784002","-6.82444922013704","-34.43895265723564","-7.375782061240431","-14.100340775302715","-9.782957341432152","-6.484679328015852","-11.937927826237223","-2.008285443403675","-8.698545707077717","-10.977328754974241","-3.3942320553790077","-2.81437420598968","-6.164515378272283","-35.80931199301056"
"1364","-5.474462263751564","-6.345681597705391","-33.24026616078046","-7.032723192119028","-14.381034307346642","-8.872920199444629","-6.501049027071449","-11.845758255660233","-1.8397988126378617","-8.366679631127814","-10.668761705001126","-3.1941878165986504","-2.852258227962475","-6.1595189932066745","-33.830031378135935"
