Acq. time (s)=	15
Accumulations=	2
Range (cm-¹)=	600...1800
Windows=	2
Autofocus=	Off
AutoExposure=	Off
Spike filter=	Multiple accum.
Delay time (s)=	1
Binning=	1
Readout mode=	Signal
DeNoise=	Standard
ICS correction=	Off
Dark correction=	Off
Inst. Process=	Off
Instrument=	XploRA
Detector=	Syncerity
Objective=	x20LWD
Grating=	1200 gr/mm
Filter=	25%
Laser (nm)=	785 
Slit (µm)=	100 
Hole (µm)=	300 
Laser pol=	None
Raman pol=	None
Output=	Camera
StageXY=	Marzhauser
StageZ=	
X (µm)=	4975.6
Y (µm)=	2205.8
Project=	
Sample=	
Site=	
Title=	To2
Remark=	
Date=	29.10.2022 05:13
Acquired=	29.10.2022 05:13:54
600.839	407.647
602.009	415.703
603.178	424.041
604.347	429.516
605.516	434.354
606.684	438.959
607.852	443.186
609.02	446.932
610.187	450.5
611.355	453.618
612.521	456.434
613.688	459.004
614.854	461.307
616.02	463.428
617.185	465.328
618.351	467.171
619.516	468.885
620.681	470.631
621.846	472.54
623.009	474.621
624.174	476.587
625.337	478.742
626.501	481.052
627.664	483.405
628.826	486.152
629.988	489.049
631.151	491.598
632.313	493.851
633.474	495.892
634.635	497.687
635.797	499.205
636.958	500.529
638.117	501.422
639.278	502.021
640.437	502.221
641.597	502.241
642.756	502.039
643.915	501.714
645.074	501.293
646.233	500.97
647.391	501.438
648.548	502.455
649.706	503.751
650.863	505.351
652.02	507.212
653.176	508.832
654.333	510.08
655.489	510.099
656.645	509.615
657.8	508.861
658.955	508.391
660.11	508.094
661.264	508.016
662.419	508.253
663.573	508.896
664.727	509.854
665.88	510.842
667.033	512.074
668.186	513.921
669.338	516.579
670.491	520.263
671.643	523.922
672.794	526.779
673.945	529.355
675.096	531.709
676.247	533.561
677.398	534.781
678.548	534.187
679.698	533.098
680.847	532.326
681.997	531.542
683.146	530.582
684.294	529.456
685.443	527.424
686.591	526.113
687.739	524.87
688.887	524.048
690.034	523.685
691.181	523.775
692.328	524.165
693.474	524.822
694.62	525.449
695.766	525.719
696.911	526.023
698.057	527.428
699.202	528.713
700.346	528.704
701.49	528.042
702.635	526.811
703.779	525.457
704.922	523.265
706.065	520.703
707.208	517.938
708.351	515.384
709.493	512.803
710.635	510.676
711.776	508.307
712.918	506.589
714.059	506.047
715.2	506.53
716.341	507.54
717.481	508.793
718.621	509.157
719.761	509.143
720.9	511.35
722.04	512.813
723.178	514.087
724.317	514.865
725.455	515.323
726.594	515.224
727.731	514.376
728.868	513.31
730.005	512.525
731.142	512.117
732.279	511.355
733.415	510.796
734.551	510.525
735.686	510.971
736.822	511.799
737.957	513.03
739.092	514.392
740.226	514.426
741.36	514.32
742.495	513.822
743.628	514.134
744.762	514.456
745.895	514.834
747.027	513.797
748.16	512.345
749.292	510.733
750.423	508.931
751.555	507.02
752.686	505.174
753.817	503.256
754.949	501.265
756.079	499.324
757.209	497.308
758.339	495.333
759.469	493.27
760.597	491.107
761.727	488.851
762.856	486.79
763.984	484.846
765.112	482.393
766.24	479.956
767.367	477.636
768.494	475.552
769.622	473.876
770.749	473.086
771.874	472.468
773.001	471.933
774.127	471.39
775.253	470.414
776.377	469.223
777.503	467.927
778.627	466.616
779.751	465.227
780.876	464.021
782	463.32
783.123	462.67
784.246	461.871
785.37	460.96
786.492	459.629
787.614	458.159
788.737	456.451
789.858	454.416
790.979	452.209
792.101	449.875
793.222	447.576
794.342	445.132
795.463	442.817
796.583	440.74
797.702	439.171
798.822	437.765
799.942	436.849
801.06	436.614
802.179	436.853
803.297	437.534
804.415	438.326
805.533	439.23
806.651	439.784
807.768	440.606
808.885	441.343
810.001	442.09
811.118	442.615
812.233	442.913
813.349	442.773
814.464	441.892
815.58	440.463
816.695	437.803
817.809	435.049
818.924	432.643
820.038	430.421
821.152	428.377
822.265	426.615
823.378	425.123
824.491	423.937
825.604	423.091
826.716	422.54
827.828	422.337
828.94	422.348
830.051	422.934
831.162	424.133
832.273	425.432
833.383	426.725
834.494	427.925
835.604	428.532
836.714	429.063
837.823	429.471
838.932	429.656
840.041	429.687
841.15	429.562
842.258	429.262
843.366	428.82
844.474	428.252
845.581	427.515
846.688	426.65
847.795	425.617
848.901	424.458
850.008	423.154
851.115	421.664
852.22	420.031
853.325	418.203
854.43	416.232
855.536	414.138
856.64	411.867
857.745	409.466
858.848	406.994
859.952	404.306
861.055	401.572
862.158	398.867
863.261	396.581
864.364	395.039
865.466	394.355
866.568	393.977
867.67	393.81
868.771	393.832
869.873	393.985
870.973	393.867
872.074	393.547
873.174	393.284
874.274	393.099
875.374	392.851
876.473	392.596
877.572	391.943
878.671	390.725
879.77	389.258
880.868	387.959
881.966	386.776
883.064	386.111
884.161	385.509
885.258	385.483
886.356	385.84
887.452	386.867
888.548	387.977
889.645	388.958
890.74	389.163
891.836	388.936
892.931	388.58
894.025	388.051
895.12	387.345
896.214	386.669
897.308	385.691
898.402	384.725
899.495	383.47
900.588	383.731
901.681	385.645
902.774	387.035
903.866	388.086
904.958	388.901
906.05	389.486
907.142	389.749
908.233	389.807
909.324	389.637
910.414	389.285
911.504	388.744
912.594	387.992
913.684	387.095
914.774	386.077
915.863	384.805
916.952	383.265
918.041	381.589
919.129	379.686
920.217	378.089
921.305	376.441
922.392	375.756
923.48	374.627
924.567	372.638
925.653	370.351
926.74	368.16
927.825	366.14
928.911	364.254
929.997	362.499
931.082	361.254
932.166	360.184
933.252	359.313
934.336	358.541
935.42	358.002
936.504	357.664
937.587	357.437
938.671	357.311
939.753	357.281
940.836	357.246
941.919	357.048
943	356.447
944.082	355.46
945.163	354.65
946.245	354.372
947.326	354.202
948.406	354.255
949.487	353.804
950.567	352.958
951.647	351.242
952.727	349.312
953.805	347.253
954.885	345.217
955.964	343.138
957.042	341.591
958.12	340.609
959.198	339.412
960.276	338.252
961.352	337.3
962.43	336.52
963.507	335.887
964.583	336.024
965.659	336.364
966.735	336.824
967.81	337.506
968.885	338.14
969.961	338.766
971.036	339.265
972.11	339.673
973.184	339.989
974.258	340.315
975.332	340.577
976.405	340.565
977.478	340.39
978.551	340.429
979.624	340.574
980.696	341.349
981.767	343.005
982.839	344.22
983.911	345.389
984.982	346.1
986.052	346.795
987.123	347.124
988.193	347.294
989.263	347.332
990.333	347.3
991.403	347.065
992.471	346.868
993.54	346.607
994.608	346.045
995.677	345.308
996.745	344.256
997.812	342.39
998.88	339.622
999.947	338.086
1001.01	337.657
1002.08	337.249
1003.15	335.348
1004.21	333.176
1005.28	330.985
1006.34	328.952
1007.41	326.842
1008.47	325.428
1009.54	324.205
1010.6	323.018
1011.67	321.855
1012.73	320.716
1013.79	319.522
1014.86	318.249
1015.92	316.312
1016.98	314.013
1018.05	312.529
1019.11	311.217
1020.17	310.592
1021.23	310.036
1022.29	309.388
1023.35	308.806
1024.41	308.069
1025.47	307.313
1026.53	306.674
1027.59	306.092
1028.65	305.138
1029.71	304.271
1030.77	303.32
1031.83	302.473
1032.89	301.797
1033.95	301.299
1035	301.098
1036.06	301.207
1037.12	301.575
1038.18	302.003
1039.23	303.279
1040.29	304.572
1041.35	305.976
1042.4	307.224
1043.46	307.928
1044.51	307.779
1045.57	307.36
1046.62	306.807
1047.68	305.43
1048.73	303.823
1049.79	301.998
1050.84	300.007
1051.89	298.183
1052.95	296.555
1054	295.671
1055.05	294.836
1056.1	293.584
1057.16	292.47
1058.21	291.725
1059.26	292.326
1060.31	293.198
1061.36	294.813
1062.41	293.98
1063.46	291.868
1064.51	290.075
1065.56	291.041
1066.61	294.04
1067.66	299.953
1068.71	300.842
1069.76	296.414
1070.81	295.231
1071.85	294.035
1072.9	292.492
1073.95	291.088
1075	290.012
1076.04	289.342
1077.09	289.409
1078.14	289.56
1079.18	289.287
1080.23	286.984
1081.27	284.819
1082.32	282.632
1083.36	281.053
1084.41	279.926
1085.45	279.893
1086.5	280.231
1087.54	280.674
1088.59	280.689
1089.63	280.727
1090.67	280.43
1091.71	280.064
1092.76	278.669
1093.8	276.945
1094.84	275.528
1095.88	275.067
1096.92	274.875
1097.97	275.005
1099.01	275.433
1100.05	276.537
1101.09	277.465
1102.13	277.801
1103.17	277.055
1104.21	276.042
1105.25	274.589
1106.28	273.419
1107.32	272.706
1108.36	272.791
1109.4	274.293
1110.44	277.676
1111.47	278.781
1112.51	277.473
1113.55	275.735
1114.59	274.164
1115.62	272.588
1116.66	270.845
1117.69	269.126
1118.73	267.507
1119.77	266.088
1120.8	265.055
1121.84	264.23
1122.87	263.835
1123.9	264.188
1124.94	264.973
1125.97	266.076
1127	267.105
1128.04	267.887
1129.07	268.09
1130.1	268.495
1131.13	268.893
1132.17	269.412
1133.2	269.884
1134.23	270.242
1135.26	270.594
1136.29	270.978
1137.32	271.526
1138.35	272.259
1139.38	273.105
1140.41	274.27
1141.44	275.56
1142.47	276.92
1143.5	278.386
1144.53	279.966
1145.56	281.661
1146.59	283.416
1147.61	285.565
1148.64	287.957
1149.67	290.549
1150.7	293.257
1151.72	295.899
1152.75	297.207
1153.77	298.845
1154.8	297.101
1155.83	294.011
1156.85	289.172
1157.88	283.138
