Acq. time (s)=	15
Accumulations=	2
Range (cm-¹)=	600...1800
Windows=	2
Autofocus=	Off
AutoExposure=	Off
Spike filter=	Multiple accum.
Delay time (s)=	1
Binning=	1
Readout mode=	Signal
DeNoise=	Standard
ICS correction=	Off
Dark correction=	Off
Inst. Process=	Off
Instrument=	XploRA
Detector=	Syncerity
Objective=	x20LWD
Grating=	1200 gr/mm
Filter=	25%
Laser (nm)=	785 
Slit (µm)=	100 
Hole (µm)=	300 
Laser pol=	None
Raman pol=	None
Output=	Camera
StageXY=	Marzhauser
StageZ=	
X (µm)=	2186
Y (µm)=	11953.6
Project=	
Sample=	
Site=	
Title=	CLs P5
Remark=	
Date=	15.10.2021 18:57
Operator=	
Power=	
Acquired=	15.10.2021 18:57:22
Edit:Spike=	15.10.2021 18:58:15
Edit:Spike=	15.10.2021 18:58:16
Edit:Spike=	15.10.2021 18:58:18
Edit:Spike=	15.10.2021 18:58:19
601.097	1643.49
602.266	1650.44
603.435	1656.75
604.603	1664.46
605.771	1671.54
606.939	1679.49
608.106	1686.3
609.273	1691.03
610.44	1696.34
611.606	1701.98
612.772	1706.08
613.938	1709.61
615.104	1715.04
616.268	1721.72
617.433	1728.36
618.598	1733.33
619.763	1738.1
620.926	1742.65
622.091	1747.25
623.254	1750.13
624.417	1753.44
625.58	1755.31
626.742	1756.73
627.906	1757.52
629.068	1758.49
630.229	1758.77
631.391	1758.14
632.551	1757.12
633.712	1756.86
634.873	1756.69
636.033	1753.93
637.193	1751.88
638.352	1751.44
639.512	1751.1
640.671	1750
641.83	1746.8
642.988	1743.56
644.147	1739.56
645.305	1734.37
646.462	1729
647.62	1725.08
648.777	1720.37
649.934	1716.07
651.09	1712.36
652.247	1709.05
653.402	1703.98
654.558	1698.52
655.713	1695.48
656.868	1691.03
658.023	1687.76
659.177	1686.58
660.331	1686.31
661.485	1687.49
662.639	1690.62
663.792	1693.13
664.945	1694.05
666.098	1695.39
667.25	1696.94
668.402	1698.12
669.554	1699.37
670.705	1702.11
671.857	1705.67
673.007	1707.94
674.158	1710.58
675.309	1712.69
676.459	1713.81
677.609	1714.47
678.758	1714.93
679.907	1713.97
681.056	1712.82
682.205	1709.66
683.353	1705.12
684.501	1700.9
685.649	1696.31
686.796	1690.44
687.943	1683.6
689.09	1677.74
690.236	1671.88
691.383	1664.9
692.529	1660.06
693.675	1655.09
694.82	1650.67
695.965	1648.48
697.11	1646.92
698.254	1646.42
699.398	1646.03
700.542	1647.34
701.686	1648.16
702.829	1646.57
703.973	1645.11
705.116	1641.82
706.258	1636.77
707.4	1631.41
708.542	1627.51
709.684	1621.35
710.825	1615.98
711.966	1611.92
713.107	1607.94
714.247	1603.63
715.387	1599.13
716.527	1594.5
717.667	1591.75
718.806	1589.2
719.945	1585.47
721.084	1581.85
722.223	1578.2
723.361	1576.79
724.498	1574.92
725.636	1573.97
726.773	1573.24
727.91	1572.08
729.047	1572.38
730.183	1573.91
731.32	1576.57
732.455	1577.72
733.591	1581.29
734.726	1584.07
735.861	1588.86
736.996	1594.34
738.13	1600.84
739.264	1609.01
740.398	1613.03
741.532	1616.97
742.665	1615.74
743.797	1613.19
744.93	1610.06
746.063	1602.6
747.195	1602.22
748.326	1599.93
749.458	1609.43
750.589	1650.88
751.72	1591.49
752.851	1573.77
753.981	1560.42
755.111	1545.19
756.241	1537.19
757.371	1532.19
758.499	1532.85
759.628	1514.41
760.757	1534.63
761.885	1506.09
763.014	1514.05
764.141	1509.94
765.268	1503.76
766.395	1497.32
767.523	1490.35
768.649	1483.99
769.775	1477.15
770.901	1469.68
772.027	1462.14
773.153	1455.21
774.277	1448.47
775.403	1442.52
776.527	1438.28
777.651	1434.5
778.776	1429.08
779.899	1426.02
781.023	1423.14
782.146	1421.02
783.269	1417.92
784.39	1413.57
785.513	1409.17
786.635	1405.58
787.757	1401.84
788.878	1397.34
789.999	1392.99
791.12	1389.07
792.24	1384.41
793.36	1381.03
794.48	1377.39
795.6	1374.88
796.72	1371.18
797.839	1367.97
798.957	1364.66
800.076	1361.46
801.194	1358.15
802.313	1355.32
803.43	1351.43
804.547	1348.83
805.664	1345.46
806.781	1341.46
807.898	1338.66
809.014	1338.02
810.13	1336.45
811.245	1334.53
812.361	1332.76
813.476	1330.03
814.591	1330.44
815.705	1328.53
816.819	1327.58
817.933	1324.8
819.047	1320.53
820.16	1316.71
821.273	1313.65
822.386	1310.9
823.498	1308.09
824.611	1306.3
825.723	1306.66
826.835	1306.82
827.946	1308.88
829.057	1307.83
830.167	1304.06
831.278	1303.39
832.388	1305.68
833.498	1307.14
834.608	1308.65
835.717	1309.34
836.826	1309.59
837.935	1299.3
839.043	1296.17
840.152	1299.05
841.26	1297.98
842.367	1296.33
843.474	1295.69
844.582	1294.64
845.688	1293.38
846.794	1292.37
847.901	1291.57
849.006	1288.89
850.112	1285.63
851.217	1282.76
852.322	1278.12
853.428	1273.75
854.532	1270.22
855.636	1266.5
856.74	1263.94
857.843	1259.24
858.947	1255.34
860.05	1250.65
861.153	1246.41
862.255	1241.33
863.358	1236.33
864.459	1233.21
865.561	1231.86
866.662	1231
867.763	1229.71
868.864	1227.82
869.964	1225.76
871.065	1222.8
872.165	1220.47
873.264	1218.28
874.363	1216.4
875.463	1213.3
876.561	1210.02
877.66	1205.16
878.758	1201.14
879.856	1197.16
880.954	1194.4
882.051	1191.36
883.148	1189.18
884.244	1185.37
885.341	1182.33
886.437	1182.75
887.533	1180.8
888.629	1178.05
889.724	1175.32
890.819	1174.43
891.914	1173.24
893.009	1173.07
894.102	1172.85
895.197	1173.11
896.29	1173.63
897.384	1175.16
898.477	1176.88
899.569	1179.38
900.662	1180.06
901.754	1178.1
902.846	1177.83
903.938	1178.09
905.029	1178.82
906.12	1178.35
907.211	1177.87
908.301	1177.56
909.391	1176.89
910.481	1176.52
911.571	1176.51
912.66	1180.79
913.749	1179.91
914.838	1178.3
915.927	1175.58
917.015	1171.82
918.103	1167.69
919.191	1162.66
920.279	1154.23
921.365	1147.92
922.452	1141.67
923.539	1134.81
924.625	1128.22
925.711	1120.95
926.796	1113.3
927.882	1105.57
928.967	1098.89
930.052	1094.29
931.136	1091.09
932.221	1089.33
933.305	1087.96
934.389	1086.91
935.472	1086.35
936.555	1085.21
937.638	1085.02
938.721	1084.28
939.802	1084.04
940.885	1082.98
941.966	1081.83
943.048	1080.05
944.129	1078.06
945.209	1074.52
946.29	1070.47
947.371	1066.36
948.451	1063.18
949.531	1059.46
950.61	1057.25
951.689	1056.1
952.768	1054.61
953.847	1052.24
954.925	1051.13
956.003	1049.64
957.081	1047.82
958.158	1047.3
959.236	1047.64
960.312	1047.43
961.389	1047.11
962.465	1047.53
963.542	1045.81
964.617	1043.48
965.693	1039.59
966.768	1035.85
967.843	1032.64
968.918	1030.52
969.991	1029.97
971.066	1028.97
972.139	1029.7
973.213	1030.26
974.286	1032.2
975.359	1034.69
976.432	1039.1
977.504	1044.47
978.576	1050.95
979.648	1056.8
980.72	1061.67
981.791	1067.18
982.862	1072.04
983.933	1075.9
985.004	1077.72
986.074	1076.59
987.143	1073.98
988.213	1070.44
989.282	1066.89
990.351	1062.27
991.42	1058.09
992.489	1054.96
993.557	1052.85
994.624	1049.49
995.692	1046.73
996.76	1045.8
997.827	1045.48
998.893	1043.83
999.96	1041.69
1001.03	1039.57
1002.09	1037.41
1003.16	1033.88
1004.22	1029.78
1005.29	1024.38
1006.35	1018.85
1007.42	1011.83
1008.48	1004.2
1009.54	997.282
1010.61	990.752
1011.67	982.537
1012.74	976.255
1013.8	970.202
1014.86	964.567
1015.92	958.673
1016.99	952.918
1018.05	947.26
1019.11	941.66
1020.17	936.715
1021.23	931.555
1022.29	928.039
1023.35	925.001
1024.41	922.427
1025.47	921.216
1026.53	919.129
1027.59	917.128
1028.65	914.732
1029.71	912.847
1030.77	911.357
1031.82	910.423
1032.88	909.794
1033.94	909.222
1035	908.706
1036.05	909.526
1037.11	910.382
1038.17	911.604
1039.22	912.674
1040.28	914.178
1041.33	915.425
1042.39	915.328
1043.44	916.521
1044.5	916.155
1045.55	916.68
1046.61	916.372
1047.66	914.45
1048.71	911.428
1049.77	909.461
1050.82	906.206
1051.87	903.422
1052.93	900.885
1053.98	899.178
1055.03	895.675
1056.08	895.262
1057.13	895.152
1058.18	894.981
1059.23	895.002
1060.29	894.573
1061.34	895.08
1062.39	896.29
1063.44	897.187
1064.48	897.04
1065.53	895.886
1066.58	894.438
1067.63	891.93
1068.68	888.707
1069.73	885.666
1070.78	883.395
1071.82	881.296
1072.87	878.433
1073.92	876.205
1074.96	874.73
1076.01	871.903
1077.06	869.088
1078.1	865.811
1079.15	863.282
1080.19	860.727
1081.24	858.078
1082.28	857.138
1083.33	856.064
1084.37	852.926
1085.41	850.245
1086.46	847.255
1087.5	844.144
1088.54	841.701
1089.59	839.214
1090.63	837.511
1091.67	836.462
1092.71	835.779
1093.76	834.633
1094.8	833.735
1095.84	832.821
1096.88	831.129
1097.92	829.888
1098.96	828.991
1100	827.767
1101.04	826.012
1102.08	824.988
1103.12	825.505
1104.16	827.24
